"工作表导出位置: C:\Users\Admin\Documents\Agilent\ICP Expert\My Results\20181123-1 ICP-Heavy Metal-Fe-FACT.esws"
""
"标签","类型","日期时间","元素","元素标签","标记","未计算的数据","浓度","单位","强度","浓度 SD","浓度 %RSD","强度 SD","强度 %RSD","重量","体积","稀释系数","内标","LIMS ID","自定义","自定义参比","采样日期时间","采样地点","说明","重复项","浓度 重复项 1","浓度 重复项 2","浓度 重复项 3","强度 重复项 1","强度 重复项 2","强度 重复项 3","标记 重复项 1","标记 重复项 2","标记 重复项 3"
"M BLK","样品","2018/11/23 14:12:08","Sb 217.582","Sb(ref)","u","-0.00988","-0.00988","ppm","7.06476","0.00308","31.19392","1.38931","19.67","1","1","1","-","","","","","","","3","-0.01267","-0.00657","-0.01038","5.80414","8.55432","6.83582","u","u","u"
"M BLK","样品","2018/11/23 14:12:08","Sb 231.146","Sb(ref)","","0.02025","0.02025","ppm","15.51921","0.00238","11.76983","1.11719","7.20","1","1","1","-","","","","","","","3","0.02171","0.02154","0.01750","16.20343","16.12420","14.23000","","",""
"M BLK","样品","2018/11/23 14:12:08","Se 196.026","Se","u","-0.04328","-0.04328","ppm","10.61525","0.01275","29.45169","5.64586","53.19","1","1","1","-","","","","","","","3","-0.03926","-0.05755","-0.03303","12.39436","4.29414","15.15726","u","u","u"
"M BLK","样品","2018/11/23 14:12:08","Se 203.985","Se(ref)","u","0.00645","0.00645","ppm","11.82298","0.01390","215.40150","4.62129","39.09","1","1","1","-","","","","","","","3","0.00429","-0.00624","0.02130","11.10321","7.60381","16.76192","","u",""
"M BLK","样品","2018/11/23 14:12:08","Sn 189.925","Sn","u","-0.00654","-0.00654","ppm","14.19450","0.00389","59.44774","2.57520","18.14","1","1","1","-","","","","","","","3","-0.00235","-0.01003","-0.00724","16.97052","11.88349","13.72947","u","u","u"
"M BLK","样品","2018/11/23 14:12:08","Sn 235.485","Sn(ref)","","0.10115","0.10115","ppm","51.03932","0.02211","21.85559","4.59808","9.01","1","1","1","-","","","","","","","3","0.12241","0.07829","0.10274","55.46288","46.28463","51.37046","","",""
"M BLK","样品","2018/11/23 14:12:08","Sn 283.998","Sn(ref)","u","-0.00522","-0.00522","ppm","37.84773","0.00914","174.99997","14.75817","38.99","1","1","1","-","","","","","","","3","0.00297","-0.01509","-0.00356","51.07537","21.92930","40.53852","","u","u"
"M BLK","样品","2018/11/23 14:12:08","Sr 407.771","Sr","","0.00827","0.00827","ppm","34404.53803","0.00010","1.19469","361.51792","1.05","1","1","1","-","","","","","","","3","0.00833","0.00815","0.00831","34651.55780","33989.59868","34572.45762","","",""
"M BLK","样品","2018/11/23 14:12:08","Sr 421.552","Sr(ref)","","0.01","0.01","ppm","13777.78","0.00","1.22","148.08","1.07","1","1","1","-","","","","","","","3","0.01","0.01","0.01","13855.80","13607.00","13870.53","","",""
"M BLK","样品","2018/11/23 14:12:08","Sr 460.733","Sr(ref)","","0.01","0.01","ppm","788.97","0.00","11.99","78.92","10.00","1","1","1","-","","","","","","","3","0.01","0.01","0.01","704.16","860.24","802.51","","",""
"M BLK","样品","2018/11/23 14:12:08","Y 324.228","Y","","0.99609","0.99609","比值","77694.76373","0.00983","0.98684","766.72611","0.99","1","1","1","-","","","","","","","3","0.99668","0.98598","1.00561","77740.76555","76906.07242","78437.45323","","",""
"M BLK","样品","2018/11/23 14:12:08","Y 360.074","Y","","0.98907","0.98907","比值","143375.77434","0.01186","1.19885","1718.85987","1.20","1","1","1","-","","","","","","","3","0.99681","0.97542","0.99498","144497.74374","141396.91526","144232.66402","","",""
"M BLK","样品","2018/11/23 14:12:08","Y 371.029","Y","","0.99483","0.99483","比值","92782.29517","0.01248","1.25409","1163.57788","1.25","1","1","1","-","","","","","","","3","1.00168","0.98043","1.00238","93420.97003","91439.24669","93486.66878","","",""
"M BLK","样品","2018/11/23 14:12:08","Zn 202.548","Zn","","未校正","未校正","ppm","1517.41","-","-","20.60","1.36","1","1","1","-","","","","","","","3","未校正","未校正","未校正","1527.67","1493.69","1530.87","未校正","未校正","未校正"
"M BLK","样品","2018/11/23 14:12:08","Zn 206.200","Zn(ref)","","0.12362","0.12362","ppm","234.01309","0.00339","2.74002","5.74085","2.45","1","1","1","Y (371.029 nm)","","","","","","","3","0.12604","0.11975","0.12507","238.11391","227.45216","236.47321","","",""
"M BLK","样品","2018/11/23 14:12:08","Zr 339.198","Zr","","未校正","未校正","ppm","124.08","-","-","3.52","2.84","1","1","1","-","","","","","","","3","未校正","未校正","未校正","120.15","126.93","125.17","未校正","未校正","未校正"
"M BLK","样品","2018/11/23 14:12:08","Zr 343.823","Zr(ref)","","未校正","未校正","ppm","223.78","-","-","18.68","8.35","1","1","1","-","","","","","","","3","未校正","未校正","未校正","245.07","216.17","210.10","未校正","未校正","未校正"
"M BLK","样品","2018/11/23 14:12:08","Zr 349.619","Zr(ref)","","未校正","未校正","ppm","4153.51","-","-","31.53","0.76","1","1","1","-","","","","","","","3","未校正","未校正","未校正","4176.07","4117.48","4166.97","未校正","未校正","未校正"
"paint 0.2017;10","样品","2018/11/23 14:22:15","Al 396.152","Al","","0.42376","0.42376","ppm","16616.61121","0.00594","1.40057","220.25524","1.33","1","1","1","-","","","","","","","3","0.42204","0.41887","0.43037","16552.85041","16435.27038","16861.71283","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Al 394.401","Al(ref)","","0.43194","0.43194","ppm","5231.70135","0.00585","1.35350","61.55115","1.18","1","1","1","-","","","","","","","3","0.42941","0.42778","0.43862","5205.09189","5187.93160","5302.08056","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","As 188.980","As","","0.48033","0.48033","ppm","379.06557","0.00338","0.70376","2.55189","0.67","1","1","1","-","","","","","","","3","0.48293","0.48156","0.47651","381.02384","379.99327","376.17959","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","As 193.696","As(ref)","","0.51288","0.51288","ppm","382.80142","0.01033","2.01378","7.61442","1.99","1","1","1","-","","","","","","","3","0.50306","0.51194","0.52365","375.55924","382.10480","390.74020","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","As 197.198","As(ref)","","0.53935","0.53935","ppm","101.28782","0.10663","19.76993","16.24440","16.04","1","1","1","-","","","","","","","3","0.60187","0.41623","0.59996","110.81212","82.53116","110.52018","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","As 234.984","As(ref)","","0.52282","0.52282","ppm","194.61097","0.02094","4.00427","4.89931","2.52","1","1","1","-","","","","","","","3","0.50647","0.51559","0.54642","190.78276","192.91787","200.13227","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Ba 233.527","Ba","","0.44344","0.44344","ppm","18466.72391","0.00403","0.90852","166.96750","0.90","1","1","1","-","","","","","","","3","0.44256","0.43993","0.44784","18430.03280","18321.15343","18648.98550","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Ba 230.424","Ba(ref)","","0.44888","0.44888","ppm","11407.02797","0.00419","0.93234","105.71775","0.93","1","1","1","-","","","","","","","3","0.45058","0.44412","0.45196","11449.74447","11286.63580","11484.70364","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Ba 493.408","Ba(ref)","","0.44878","0.44878","ppm","440642.04537","0.00238","0.53101","2329.62103","0.53","1","1","1","-","","","","","","","3","0.44794","0.44693","0.45147","439816.80027","438837.38082","443271.95501","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Ba 614.171","Ba(ref)","","0.46072","0.46072","ppm","287617.27923","0.00390","0.84699","2421.37008","0.84","1","1","1","-","","","","","","","3","0.46016","0.45713","0.46488","287267.73667","285389.67709","290194.42394","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Cd 228.802","Cd","","0.51589","0.51589","ppm","8681.50988","0.00523","1.01325","87.55744","1.01","1","1","1","-","","","","","","","3","0.51491","0.51122","0.52153","8665.09853","8603.31934","8776.11177","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Cd 214.439","Cd(ref)","","0.51285","0.51285","ppm","7729.11523","0.00321","0.62495","48.14063","0.62","1","1","1","-","","","","","","","3","0.51350","0.50937","0.51568","7738.93934","7676.82032","7771.58604","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Cd 226.502","Cd(ref)","","0.50949","0.50949","ppm","10215.21923","0.00488","0.95822","97.72264","0.96","1","1","1","-","","","","","","","3","0.50567","0.50781","0.51499","10138.76263","10181.57607","10325.31898","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Cd 326.105","Cd(ref)","","未校正","未校正","ppm","658.77984","-","-","5.11092","0.78","1","1","1","-","","","","","","","3","未校正","未校正","未校正","660.99311","652.93531","662.41109","未校正","未校正","未校正"
"paint 0.2017;10","样品","2018/11/23 14:22:15","Cd 508.582","Cd(ref)","","未校正","未校正","ppm","1247.94413","-","-","102.20599","8.19","1","1","1","-","","","","","","","3","未校正","未校正","未校正","1131.28553","1290.80914","1321.73771","未校正","未校正","未校正"
"paint 0.2017;10","样品","2018/11/23 14:22:15","Co 237.863","Co","","0.51672","0.51672","ppm","3042.47288","0.00585","1.13212","34.24682","1.13","1","1","1","-","","","","","","","3","0.51267","0.51407","0.52343","3018.75709","3026.92611","3081.73544","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Co 228.615","Co(ref)","","0.51095","0.51095","ppm","5134.94781","0.00490","0.95970","49.02676","0.95","1","1","1","-","","","","","","","3","0.50626","0.51054","0.51604","5088.07754","5130.88735","5185.87853","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Co 230.786","Co(ref)","","0.51422","0.51422","ppm","3150.96041","0.00899","1.74780","54.80862","1.74","1","1","1","-","","","","","","","3","0.50912","0.50895","0.52460","3119.85079","3118.78548","3214.24496","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Cr 267.716","Cr","","0.51938","0.51938","ppm","10019.69706","0.00342","0.65766","63.32665","0.63","1","1","1","-","","","","","","","3","0.51768","0.51714","0.52331","9988.25309","9978.24632","10092.59178","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Cr 205.560","Cr(ref)","","0.52057","0.52057","ppm","1809.72025","0.00607","1.16610","20.23747","1.12","1","1","1","-","","","","","","","3","0.51384","0.52562","0.52227","1787.25806","1826.53193","1815.37077","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Cr 206.158","Cr(ref)","","0.51401","0.51401","ppm","505.71116","0.01060","2.06251","9.78394","1.93","1","1","1","-","","","","","","","3","0.51215","0.52542","0.50446","503.99137","516.24097","496.90114","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Cu 327.395","Cu","","0.64820","0.64820","ppm","20357.77970","0.00478","0.73748","148.57129","0.73","1","1","1","-","","","","","","","3","0.64882","0.64314","0.65264","20376.99200","20200.53686","20495.81025","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Cu 213.598","Cu(ref)","","0.61949","0.61949","ppm","3109.67241","0.01082","1.74621","53.76197","1.73","1","1","1","-","","","","","","","3","0.60882","0.61921","0.63045","3056.62767","3108.26557","3164.12400","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Cu 324.754","Cu(ref)","","0.64962","0.64962","ppm","24852.06663","0.00658","1.01308","242.98888","0.98","1","1","1","-","","","","","","","3","0.64884","0.64346","0.65656","24823.20153","24624.79957","25108.19878","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Fe 238.204","Fe","","0.45230","0.45230","ppm","6814.61684","0.00634","1.40129","82.32425","1.21","1","1","1","-","","","","","","","3","0.44984","0.44756","0.45950","6782.66242","6753.06040","6908.12771","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Hg 184.887","Hg","","0.51418","0.51418","ppm","637.24096","0.01471","2.86170","17.84484","2.80","1","1","1","-","","","","","","","3","0.50100","0.53006","0.51147","621.26376","656.49833","633.96079","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Hg 194.164","Hg(ref)","","0.51939","0.51939","ppm","930.58033","0.01379","2.65411","24.28460","2.61","1","1","1","-","","","","","","","3","0.50796","0.53470","0.51551","910.44975","957.55158","923.73966","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Hg 253.652","Hg(ref)","","0.51795","0.51795","ppm","1082.09508","0.00272","0.52451","5.66684","0.52","1","1","1","-","","","","","","","3","0.51521","0.51799","0.52065","1076.38651","1082.17947","1087.71926","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Mn 257.610","Mn","","0.53243","0.53243","ppm","57507.93865","0.00165","0.30902","177.19673","0.31","1","1","1","-","","","","","","","3","0.53197","0.53106","0.53426","57458.37092","57360.80404","57704.64098","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Mn 259.372","Mn(ref)","","0.53","0.53","ppm","24783.79","0.00","0.81","200.22","0.81","1","1","1","-","","","","","","","3","0.53","0.53","0.53","24956.38","24564.27","24830.74","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Mn 260.568","Mn(ref)","","0.53","0.53","ppm","4620.28","0.00","0.67","30.72","0.66","1","1","1","-","","","","","","","3","0.53","0.53","0.53","4611.61","4594.82","4654.41","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Mo 201.512","Mo","","未校正","未校正","ppm","728.11","-","-","12.49","1.71","1","1","1","-","","","","","","","3","未校正","未校正","未校正","714.04","732.42","737.87","未校正","未校正","未校正"
"paint 0.2017;10","样品","2018/11/23 14:22:15","Mo 202.032","Mo(ref)","","0.48506","0.48506","ppm","2101.79534","0.00591","1.21753","25.28908","1.20","1","1","1","-","","","","","","","3","0.48593","0.47876","0.49048","2105.53079","2074.84630","2125.00894","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Mo 204.598","Mo(ref)","","0.48","0.48","ppm","1262.18","0.01","1.07","13.47","1.07","1","1","1","-","","","","","","","3","0.48","0.49","0.48","1258.53","1277.10","1250.91","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Ni 231.604","Ni","","0.53031","0.53031","ppm","1199.76756","0.00496","0.93512","11.05109","0.92","1","1","1","-","","","","","","","3","0.52616","0.52896","0.53580","1190.52093","1196.77501","1212.00674","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Ni 216.555","Ni(ref)","","0.52733","0.52733","ppm","1916.67095","0.00993","1.88391","35.75548","1.87","1","1","1","-","","","","","","","3","0.52677","0.51768","0.53753","1914.67965","1881.95273","1953.38047","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Ni 221.648","Ni(ref)","","0.53660","0.53660","ppm","537.99027","0.01261","2.34999","12.43469","2.31","1","1","1","-","","","","","","","3","0.52382","0.53694","0.54904","525.39042","538.32744","550.25295","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Pb 220.353","Pb","","0.48420","0.48420","ppm","572.49277","0.00447","0.92249","5.12419","0.90","1","1","1","Y (360.074 nm)","","","","","","","3","0.47906","0.48715","0.48639","566.59736","575.87687","575.00407","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Pb 182.143","Pb(ref)","","0.55611","0.55611","ppm","142.59712","0.05321","9.56821","13.39378","9.39","1","1","1","-","","","","","","","3","0.53666","0.51537","0.61631","137.70048","132.34070","157.75019","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Pb 217.000","Pb(ref)","","0.53076","0.53076","ppm","213.35059","0.01322","2.49071","5.28310","2.48","1","1","1","Y (360.074 nm)","","","","","","","3","0.53606","0.51571","0.54051","215.46782","207.33726","217.24669","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Pb 261.417","Pb(ref)","","0.50727","0.50727","ppm","285.65757","0.01120","2.20835","6.41056","2.24","1","1","1","Y (360.074 nm)","","","","","","","3","0.51662","0.51034","0.49485","291.00608","287.41506","278.55157","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Pb 283.305","Pb(ref)","","0.51111","0.51111","ppm","418.87981","0.02024","3.96039","16.68474","3.98","1","1","1","-","","","","","","","3","0.50531","0.49441","0.53362","414.09676","405.10897","437.43372","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Sb 206.834","Sb","","0.02442","0.02442","ppm","56.04450","0.00518","21.19592","5.63760","10.06","1","1","1","-","","","","","","","3","0.02690","0.01847","0.02788","58.75246","49.56385","59.81721","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Sb 217.582","Sb(ref)","u","-0.02145","-0.02145","ppm","1.84417","0.00355","16.55278","1.60138","86.83","1","1","1","-","","","","","","","3","-0.01897","-0.01986","-0.02552","2.96166","2.56129","0.00956","u","u","u"
"paint 0.2017;10","样品","2018/11/23 14:22:15","Sb 231.146","Sb(ref)","","0.04397","0.04397","ppm","26.63603","0.01155","26.26854","5.41363","20.32","1","1","1","-","","","","","","","3","0.03152","0.04605","0.05434","20.80200","27.60871","31.49738","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Se 196.026","Se","","0.47832","0.47832","ppm","241.63856","0.03760","7.86119","16.65421","6.89","1","1","1","-","","","","","","","3","0.43492","0.49919","0.50087","222.41274","250.87919","251.62374","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Se 203.985","Se(ref)","","0.46025","0.46025","ppm","162.74273","0.01971","4.28335","6.55632","4.03","1","1","1","-","","","","","","","3","0.44032","0.46069","0.47974","156.11407","162.88988","169.22423","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Sn 189.925","Sn","","0.41376","0.41376","ppm","292.48432","0.03292","7.95694","21.79867","7.45","1","1","1","-","","","","","","","3","0.40190","0.38841","0.45097","284.63183","275.69980","317.12132","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Sn 235.485","Sn(ref)","","0.45816","0.45816","ppm","125.29868","0.02564","5.59658","5.33342","4.26","1","1","1","-","","","","","","","3","0.42977","0.46508","0.47963","119.39299","126.73911","129.76395","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Sn 283.998","Sn(ref)","","0.44255","0.44255","ppm","760.63776","0.00462","1.04346","7.45406","0.98","1","1","1","-","","","","","","","3","0.43725","0.44462","0.44576","752.09705","763.98334","765.83289","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Sr 407.771","Sr","","0.53008","0.53008","ppm","1944882.28361","0.00192","0.36188","7023.23559","0.36","1","1","1","-","","","","","","","3","0.52945","0.52856","0.53223","1942576.94243","1939301.46405","1952768.44436","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Sr 421.552","Sr(ref)","","0.53","0.53","ppm","773909.98","0.01","1.08","8335.39","1.08","1","1","1","-","","","","","","","3","0.53","0.53","0.54","767751.49","770583.50","783394.96","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Sr 460.733","Sr(ref)","","0.52","0.52","ppm","41089.38","0.00","0.82","334.62","0.81","1","1","1","-","","","","","","","3","0.52","0.51","0.52","41049.44","40776.52","41442.18","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Y 324.228","Y","","0.99211","0.99211","比值","77384.39343","0.00568","0.57212","442.73123","0.57","1","1","1","-","","","","","","","3","0.98893","0.98875","0.99867","77135.71299","77121.91396","77895.55334","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Y 360.074","Y","","0.99381","0.99381","比值","144062.07312","0.00724","0.72893","1050.11612","0.73","1","1","1","-","","","","","","","3","0.99277","0.98714","1.00152","143911.29960","143095.49329","145179.42647","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Y 371.029","Y","","0.99818","0.99818","比值","93094.27410","0.00695","0.69672","648.60615","0.70","1","1","1","-","","","","","","","3","0.99767","0.99149","1.00537","93047.53506","92470.30171","93764.98551","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Zn 202.548","Zn","","未校正","未校正","ppm","6844.80","-","-","92.93","1.36","1","1","1","-","","","","","","","3","未校正","未校正","未校正","6773.40","6811.12","6949.88","未校正","未校正","未校正"
"paint 0.2017;10","样品","2018/11/23 14:22:15","Zn 206.200","Zn(ref)","","0.59211","0.59211","ppm","1028.04049","0.00275","0.46488","4.66527","0.45","1","1","1","Y (371.029 nm)","","","","","","","3","0.58894","0.59349","0.59390","1022.66873","1030.37584","1031.07689","","",""
"paint 0.2017;10","样品","2018/11/23 14:22:15","Zr 339.198","Zr","","未校正","未校正","ppm","121.32","-","-","12.38","10.21","1","1","1","-","","","","","","","3","未校正","未校正","未校正","129.04","127.89","107.04","未校正","未校正","未校正"
"paint 0.2017;10","样品","2018/11/23 14:22:15","Zr 343.823","Zr(ref)","","未校正","未校正","ppm","222.08","-","-","19.32","8.70","1","1","1","-","","","","","","","3","未校正","未校正","未校正","214.49","207.71","244.05","未校正","未校正","未校正"
"paint 0.2017;10","样品","2018/11/23 14:22:15","Zr 349.619","Zr(ref)","","未校正","未校正","ppm","5106.67","-","-","27.01","0.53","1","1","1","-","","","","","","","3","未校正","未校正","未校正","5080.64","5104.80","5134.56","未校正","未校正","未校正"
"M BS","样品","2018/11/23 14:12:44","Al 396.152","Al","u","0.00105","0.00105","ppm","929.56232","0.00135","127.94358","49.96305","5.37","1","1","1","-","","","","","","","3","-0.00040","0.00226","0.00130","875.59552","974.20909","938.88236","u","",""
"M BS","样品","2018/11/23 14:12:44","Al 394.401","Al(ref)","","0.00618","0.00618","ppm","749.18289","0.00262","42.43026","27.59860","3.68","1","1","1","-","","","","","","","3","0.00767","0.00771","0.00315","764.93814","765.29511","717.31544","","",""
"M BS","样品","2018/11/23 14:12:44","As 188.980","As","u","-0.00589","-0.00589","ppm","12.00856","0.00116","19.70391","0.87636","7.30","1","1","1","-","","","","","","","3","-0.00714","-0.00484","-0.00570","11.06815","12.80240","12.15513","u","u","u"
"M BS","样品","2018/11/23 14:12:44","As 193.696","As(ref)","","0.03713","0.03713","ppm","32.05726","0.00222","5.96806","1.63355","5.10","1","1","1","-","","","","","","","3","0.03506","0.03685","0.03947","30.53683","31.85068","33.78428","","",""
"M BS","样品","2018/11/23 14:12:44","As 197.198","As(ref)","u","-0.03297","-0.03297","ppm","14.09830","0.00949","28.78621","1.44574","10.25","1","1","1","-","","","","","","","3","-0.04289","-0.02398","-0.03203","12.58656","15.46747","14.24085","u","u","u"
"M BS","样品","2018/11/23 14:12:44","As 234.984","As(ref)","","0.15574","0.15574","ppm","108.70637","0.02336","14.99846","5.46656","5.03","1","1","1","-","","","","","","","3","0.17965","0.15460","0.13298","114.30162","108.43921","103.37829","","",""
"M BS","样品","2018/11/23 14:12:44","Ba 233.527","Ba","u","-0.00097","-0.00097","ppm","48.33415","0.00006","6.12014","2.46944","5.11","1","1","1","-","","","","","","","3","-0.00091","-0.00099","-0.00103","51.01340","47.83971","46.14934","u","u","u"
"M BS","样品","2018/11/23 14:12:44","Ba 230.424","Ba(ref)","u","-0.00117","-0.00117","ppm","38.49546","0.00017","14.30472","4.22916","10.99","1","1","1","-","","","","","","","3","-0.00123","-0.00130","-0.00098","37.06258","35.16889","43.25492","u","u","u"
"M BS","样品","2018/11/23 14:12:44","Ba 493.408","Ba(ref)","u","-0.00108","-0.00108","ppm","872.40502","0.00015","13.61617","143.62810","16.46","1","1","1","-","","","","","","","3","-0.00125","-0.00100","-0.00099","706.63386","950.93462","959.64657","u","u","u"
"M BS","样品","2018/11/23 14:12:44","Ba 614.171","Ba(ref)","u","-0.00149","-0.00149","ppm","812.73292","0.00005","3.06249","28.33546","3.49","1","1","1","-","","","","","","","3","-0.00154","-0.00145","-0.00149","783.15493","839.63617","815.40766","u","u","u"
"M BS","样品","2018/11/23 14:12:44","Cd 228.802","Cd","u","0.00004","0.00004","ppm","40.85823","0.00050","1347.73731","8.43250","20.64","1","1","1","-","","","","","","","3","0.00009","-0.00049","0.00051","41.71790","32.02884","48.82797","","u",""
"M BS","样品","2018/11/23 14:12:44","Cd 214.439","Cd(ref)","u","-0.00071","-0.00071","ppm","15.33258","0.00086","120.24813","12.88694","84.05","1","1","1","-","","","","","","","3","-0.00084","-0.00150","0.00020","13.38985","3.52730","29.08058","u","u",""
"M BS","样品","2018/11/23 14:12:44","Cd 226.502","Cd(ref)","u","0.00001","0.00001","ppm","16.98450","0.00007","1021.35775","1.35617","7.98","1","1","1","-","","","","","","","3","0.00002","0.00007","-0.00007","17.30123","18.15428","15.49799","","","u"
"M BS","样品","2018/11/23 14:12:44","Cd 326.105","Cd(ref)","","未校正","未校正","ppm","211.46237","-","-","14.18362","6.71","1","1","1","-","","","","","","","3","未校正","未校正","未校正","211.36527","225.69429","197.32755","未校正","未校正","未校正"
"M BS","样品","2018/11/23 14:12:44","Cd 508.582","Cd(ref)","","未校正","未校正","ppm","35.40005","-","-","52.61333","> 100.00","1","1","1","-","","","","","","","3","未校正","未校正","未校正","-17.46164","35.90032","87.76146","未校正","未校正","未校正"
"M BS","样品","2018/11/23 14:12:44","Co 237.863","Co","u","-0.00026","-0.00026","ppm","15.90153","0.00069","262.22341","4.05601","25.51","1","1","1","-","","","","","","","3","-0.00065","-0.00068","0.00054","13.66489","13.45625","20.58345","u","u",""
"M BS","样品","2018/11/23 14:12:44","Co 228.615","Co(ref)","u","-0.00062","-0.00062","ppm","20.19023","0.00101","163.24622","10.14584","50.25","1","1","1","-","","","","","","","3","-0.00102","0.00053","-0.00138","16.25644","31.71391","12.60035","u","","u"
"M BS","样品","2018/11/23 14:12:44","Co 230.786","Co(ref)","u","0.00012","0.00012","ppm","15.84305","0.00160","1297.99544","9.76492","61.64","1","1","1","-","","","","","","","3","0.00125","-0.00171","0.00082","22.74176","4.66973","20.11765","","u",""
"M BS","样品","2018/11/23 14:12:44","Cr 267.716","Cr","u","-0.00892","-0.00892","ppm","225.22561","0.00056","6.26506","10.35786","4.60","1","1","1","-","","","","","","","3","-0.00862","-0.00956","-0.00857","230.66570","213.28118","231.72994","u","u","u"
"M BS","样品","2018/11/23 14:12:44","Cr 205.560","Cr(ref)","u","-0.00801","-0.00801","ppm","47.52229","0.00182","22.77069","6.08375","12.80","1","1","1","-","","","","","","","3","-0.00599","-0.00953","-0.00852","54.27588","42.47105","45.81995","u","u","u"
"M BS","样品","2018/11/23 14:12:44","Cr 206.158","Cr(ref)","u","-0.00891","-0.00891","ppm","23.11723","0.00530","59.47296","4.89040","21.15","1","1","1","-","","","","","","","3","-0.01409","-0.00914","-0.00350","18.33610","22.90556","28.11003","u","u","u"
"M BS","样品","2018/11/23 14:12:44","Cu 327.395","Cu","","0.00796","0.00796","ppm","459.43648","0.00432","54.28186","134.29123","29.23","1","1","1","-","","","","","","","3","0.00300","0.01089","0.00999","305.20931","550.50063","522.59951","","",""
"M BS","样品","2018/11/23 14:12:44","Cu 213.598","Cu(ref)","","0.00914","0.00914","ppm","76.33187","0.00597","65.33085","29.68343","38.89","1","1","1","-","","","","","","","3","0.00251","0.01084","0.01409","43.34855","84.75003","100.89703","","",""
"M BS","样品","2018/11/23 14:12:44","Cu 324.754","Cu(ref)","","0.00879","0.00879","ppm","1191.46782","0.00563","64.07075","207.99966","17.46","1","1","1","-","","","","","","","3","0.00232","0.01261","0.01145","952.57505","1332.39769","1289.43073","","",""
"M BS","样品","2018/11/23 14:12:44","Fe 238.204","Fe","","0.07158","0.07158","ppm","1869.44635","0.03389","47.34756","440.20566","23.55","1","1","1","-","","","","","","","3","0.03246","0.09031","0.09196","1361.29115","2112.81214","2134.23577","","",""
"M BS","样品","2018/11/23 14:12:44","Hg 184.887","Hg","u","-0.00605","-0.00605","ppm","6.33073","0.00439","72.63770","5.32759","84.15","1","1","1","-","","","","","","","3","-0.00100","-0.00901","-0.00814","12.45238","2.74338","3.79642","u","u","u"
