"工作表导出位置: C:\Users\Admin\Documents\Agilent\ICP Expert\My Results\20181123-1 ICP-Heavy Metal-Fe-FACT.esws"
""
"标签","类型","日期时间","元素","元素标签","标记","未计算的数据","浓度","单位","强度","浓度 SD","浓度 %RSD","强度 SD","强度 %RSD","重量","体积","稀释系数","内标","LIMS ID","自定义","自定义参比","采样日期时间","采样地点","说明","重复项","浓度 重复项 1","浓度 重复项 2","浓度 重复项 3","强度 重复项 1","强度 重复项 2","强度 重复项 3","标记 重复项 1","标记 重复项 2","标记 重复项 3"
"26416/7+30","样品","2018/11/23 14:24:45","Hg 184.887","Hg","u","-0.00086","-0.00086","ppm","12.62316","0.00762","886.56492","9.23834","73.19","1","1","1","-","","","","","","","3","0.00793","-0.00561","-0.00489","23.27886","6.86071","7.72991","","u","u"
"26416/7+30","样品","2018/11/23 14:24:45","Hg 194.164","Hg(ref)","u","0.00098","0.00098","ppm","17.32879","0.00654","666.74293","11.51985","66.48","1","1","1","-","","","","","","","3","0.00814","-0.00053","-0.00467","29.94893","14.65960","7.37784","","u","u"
"26416/7+30","样品","2018/11/23 14:24:45","Hg 253.652","Hg(ref)","","0.00506","0.00506","ppm","12.23995","0.00345","68.24881","7.20319","58.85","1","1","1","-","","","","","","","3","0.00338","0.00277","0.00903","8.73300","7.46182","20.52503","","",""
"26416/7+30","样品","2018/11/23 14:24:45","Mn 257.610","Mn","","0.00336","0.00336","ppm","528.80860","0.00013","3.74002","13.54092","2.56","1","1","1","-","","","","","","","3","0.00328","0.00329","0.00351","520.38828","521.60912","544.42841","","",""
"26416/7+30","样品","2018/11/23 14:24:45","Mn 259.372","Mn(ref)","","0.00","0.00","ppm","235.33","0.00","1.76","2.99","1.27","1","1","1","-","","","","","","","3","0.00","0.00","0.00","238.10","235.75","232.16","","",""
"26416/7+30","样品","2018/11/23 14:24:45","Mn 260.568","Mn(ref)","","0.00","0.00","ppm","46.58","0.00","22.62","5.70","12.23","1","1","1","-","","","","","","","3","0.00","0.00","0.00","41.37","45.72","52.67","","",""
"26416/7+30","样品","2018/11/23 14:24:45","Mo 201.512","Mo","","未校正","未校正","ppm","13.18","-","-","3.78","28.68","1","1","1","-","","","","","","","3","未校正","未校正","未校正","14.72","15.95","8.88","未校正","未校正","未校正"
"26416/7+30","样品","2018/11/23 14:24:45","Mo 202.032","Mo(ref)","u","-0.00274","-0.00274","ppm","12.99166","0.00069","25.33458","2.96939","22.86","1","1","1","-","","","","","","","3","-0.00330","-0.00295","-0.00196","10.59801","12.06242","16.31454","u","u","u"
"26416/7+30","样品","2018/11/23 14:24:45","Mo 204.598","Mo(ref)","u","0.00","0.00","ppm","14.77","0.00","152.95","12.07","81.68","1","1","1","-","","","","","","","3","0.01","0.01","0.00","21.15","22.31","0.86","","","u"
"26416/7+30","样品","2018/11/23 14:24:45","Ni 231.604","Ni","","0.00821","0.00821","ppm","36.28623","0.00104","12.72028","2.32765","6.41","1","1","1","-","","","","","","","3","0.00936","0.00796","0.00732","38.84349","35.72406","34.29115","","",""
"26416/7+30","样品","2018/11/23 14:24:45","Ni 216.555","Ni(ref)","","0.01053","0.01053","ppm","56.64925","0.00344","32.64478","12.37767","21.85","1","1","1","-","","","","","","","3","0.01012","0.00732","0.01416","55.16865","45.07847","69.70062","","",""
"26416/7+30","样品","2018/11/23 14:24:45","Ni 221.648","Ni(ref)","u","0.00519","0.00519","ppm","13.96856","0.00765","147.53007","7.54797","54.04","1","1","1","-","","","","","","","3","-0.00054","0.00222","0.01388","8.32063","11.04382","22.54121","u","",""
"26416/7+30","样品","2018/11/23 14:24:45","Pb 220.353","Pb","u","-0.00456","-0.00456","ppm","11.78179","0.00989","216.85380","11.35082","96.34","1","1","1","Y (360.074 nm)","","","","","","","3","-0.00871","0.00673","-0.01171","7.02289","24.73743","3.58506","u","","u"
"26416/7+30","样品","2018/11/23 14:24:45","Pb 182.143","Pb(ref)","u","0.01182","0.01182","ppm","5.58940","0.01792","151.62449","4.50985","80.69","1","1","1","-","","","","","","","3","-0.00880","0.02068","0.02357","0.39886","7.82078","8.54857","u","",""
"26416/7+30","样品","2018/11/23 14:24:45","Pb 217.000","Pb(ref)","","0.01423","0.01423","ppm","6.92611","0.00622","43.69915","2.48547","35.89","1","1","1","Y (360.074 nm)","","","","","","","3","0.01963","0.01563","0.00743","9.08459","7.48494","4.20879","","",""
"26416/7+30","样品","2018/11/23 14:24:45","Pb 261.417","Pb(ref)","","0.01658","0.01658","ppm","4.85733","0.00424","25.55538","2.42443","49.91","1","1","1","Y (360.074 nm)","","","","","","","3","0.02139","0.01340","0.01495","7.60931","3.03661","3.92605","","",""
"26416/7+30","样品","2018/11/23 14:24:45","Pb 283.305","Pb(ref)","","0.03122","0.03122","ppm","23.32459","0.02037","65.22665","16.78644","71.97","1","1","1","-","","","","","","","3","0.02913","0.05255","0.01198","21.60221","40.90581","7.46574","","",""
"26416/7+30","样品","2018/11/23 14:24:45","Sb 206.834","Sb","","0.66360","0.66360","ppm","752.30014","0.00837","1.26112","9.11606","1.21","1","1","1","-","","","","","","","3","0.67176","0.65504","0.66398","761.19841","742.98087","752.72113","","",""
"26416/7+30","样品","2018/11/23 14:24:45","Sb 217.582","Sb(ref)","","0.66928","0.66928","ppm","313.33792","0.01041","1.55547","4.69470","1.50","1","1","1","-","","","","","","","3","0.66442","0.66219","0.68123","311.14498","310.14097","318.72780","","",""
"26416/7+30","样品","2018/11/23 14:24:45","Sb 231.146","Sb(ref)","","0.65682","0.65682","ppm","313.87092","0.00717","1.09091","3.35828","1.07","1","1","1","-","","","","","","","3","0.66409","0.64976","0.65661","317.27658","310.56211","313.77406","","",""
"26416/7+30","样品","2018/11/23 14:24:45","Se 196.026","Se","u","-0.02819","-0.02819","ppm","17.29973","0.00369","13.10755","1.63653","9.46","1","1","1","-","","","","","","","3","-0.03125","-0.02923","-0.02409","15.94360","16.83809","19.11750","u","u","u"
"26416/7+30","样品","2018/11/23 14:24:45","Se 203.985","Se(ref)","u","0.01713","0.01713","ppm","15.37607","0.02786","162.60731","9.26621","60.26","1","1","1","-","","","","","","","3","0.01098","-0.00713","0.04756","13.32849","7.30491","25.49482","","u",""
"26416/7+30","样品","2018/11/23 14:24:45","Sn 189.925","Sn","u","0.00019","0.00019","ppm","18.64895","0.00429","2319.18781","2.84295","15.24","1","1","1","-","","","","","","","3","0.00126","0.00384","-0.00454","19.36173","21.06769","15.51743","","","u"
"26416/7+30","样品","2018/11/23 14:24:45","Sn 235.485","Sn(ref)","","0.09983","0.09983","ppm","50.76491","0.00772","7.73040","1.60514","3.16","1","1","1","-","","","","","","","3","0.09896","0.10794","0.09258","50.58457","52.45261","49.25756","","",""
"26416/7+30","样品","2018/11/23 14:24:45","Sn 283.998","Sn(ref)","u","-0.00336","-0.00336","ppm","40.85182","0.00386","114.77792","6.23147","15.25","1","1","1","-","","","","","","","3","0.00054","-0.00344","-0.00718","47.14688","40.72263","34.68594","","u","u"
"26416/7+30","样品","2018/11/23 14:24:45","Sr 407.771","Sr","","0.00610","0.00610","ppm","26461.68940","0.00001","0.15087","33.67119","0.13","1","1","1","-","","","","","","","3","0.00609","0.00610","0.00610","26422.80946","26481.01973","26481.23901","","",""
"26416/7+30","样品","2018/11/23 14:24:45","Sr 421.552","Sr(ref)","","0.01","0.01","ppm","10625.43","0.00","0.75","67.76","0.64","1","1","1","-","","","","","","","3","0.01","0.01","0.01","10656.42","10547.71","10672.16","","",""
"26416/7+30","样品","2018/11/23 14:24:45","Sr 460.733","Sr(ref)","","0.01","0.01","ppm","693.30","0.00","7.56","42.57","6.14","1","1","1","-","","","","","","","3","0.01","0.01","0.01","734.39","649.39","696.12","","",""
"26416/7+30","样品","2018/11/23 14:24:45","Y 324.228","Y","","1.03614","1.03614","比值","80818.06401","0.00802","0.77422","625.70834","0.77","1","1","1","-","","","","","","","3","1.02818","1.03601","1.04422","80197.30263","80808.28472","81448.60467","","",""
"26416/7+30","样品","2018/11/23 14:24:45","Y 360.074","Y","","1.02714","1.02714","比值","148893.85837","0.00270","0.26309","391.72290","0.26","1","1","1","-","","","","","","","3","1.02880","1.02402","1.02860","149134.02470","148441.83105","149105.71937","","",""
"26416/7+30","样品","2018/11/23 14:24:45","Y 371.029","Y","","1.03533","1.03533","比值","96559.74348","0.00370","0.35705","344.76741","0.36","1","1","1","-","","","","","","","3","1.03705","1.03109","1.03786","96720.08184","96164.00613","96795.14249","","",""
"26416/7+30","样品","2018/11/23 14:24:45","Zn 202.548","Zn","","未校正","未校正","ppm","535.21","-","-","3.21","0.60","1","1","1","-","","","","","","","3","未校正","未校正","未校正","531.62","536.18","537.81","未校正","未校正","未校正"
"26416/7+30","样品","2018/11/23 14:24:45","Zn 206.200","Zn(ref)","","0.03028","0.03028","ppm","75.80790","0.00096","3.18060","1.63208","2.15","1","1","1","Y (371.029 nm)","","","","","","","3","0.02920","0.03059","0.03105","73.97774","76.33366","77.11230","","",""
"26416/7+30","样品","2018/11/23 14:24:45","Zr 339.198","Zr","","未校正","未校正","ppm","71.90","-","-","9.04","12.58","1","1","1","-","","","","","","","3","未校正","未校正","未校正","61.63","75.35","78.71","未校正","未校正","未校正"
"26416/7+30","样品","2018/11/23 14:24:45","Zr 343.823","Zr(ref)","","未校正","未校正","ppm","164.36","-","-","12.28","7.47","1","1","1","-","","","","","","","3","未校正","未校正","未校正","170.52","150.21","172.34","未校正","未校正","未校正"
"26416/7+30","样品","2018/11/23 14:24:45","Zr 349.619","Zr(ref)","","未校正","未校正","ppm","3953.09","-","-","24.75","0.63","1","1","1","-","","","","","","","3","未校正","未校正","未校正","3981.46","3941.94","3935.88","未校正","未校正","未校正"
"26416/8+9+13","样品","2018/11/23 14:25:22","Al 396.152","Al","","0.09060","0.09060","ppm","4252.71029","0.00060","0.66198","22.25717","0.52","1","1","1","-","","","","","","","3","0.08991","0.09098","0.09091","4227.04968","4266.77816","4264.30303","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Al 394.401","Al(ref)","","0.09451","0.09451","ppm","1679.14575","0.00180","1.90343","18.93923","1.13","1","1","1","-","","","","","","","3","0.09251","0.09500","0.09601","1658.15247","1684.33620","1694.94859","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","As 188.980","As","u","-0.01065","-0.01065","ppm","8.41444","0.00999","93.77592","7.54125","89.62","1","1","1","-","","","","","","","3","-0.01447","-0.01817","0.00068","5.52909","2.74189","16.97235","u","u",""
"26416/8+9+13","样品","2018/11/23 14:25:22","As 193.696","As(ref)","","0.01422","0.01422","ppm","15.17236","0.01051","73.88030","7.74758","51.06","1","1","1","-","","","","","","","3","0.00209","0.02056","0.02002","6.22927","19.84601","19.44180","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","As 197.198","As(ref)","u","-0.02529","-0.02529","ppm","15.26847","0.02747","108.64601","4.18521","27.41","1","1","1","-","","","","","","","3","-0.05700","-0.00877","-0.01009","10.43720","17.78462","17.58359","u","u","u"
"26416/8+9+13","样品","2018/11/23 14:25:22","As 234.984","As(ref)","u","-0.00532","-0.00532","ppm","71.01370","0.02703","508.06832","6.32632","8.91","1","1","1","-","","","","","","","3","-0.01705","-0.02451","0.02560","68.26798","66.52413","78.24900","u","u",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Ba 233.527","Ba","","0.01589","0.01589","ppm","747.40293","0.00036","2.25955","14.88410","1.99","1","1","1","-","","","","","","","3","0.01590","0.01553","0.01625","747.59279","732.42481","762.19119","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Ba 230.424","Ba(ref)","","0.01566","0.01566","ppm","463.54632","0.00021","1.31373","5.19562","1.12","1","1","1","-","","","","","","","3","0.01557","0.01551","0.01589","461.25454","459.89063","469.49380","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Ba 493.408","Ba(ref)","","0.01652","0.01652","ppm","18079.93654","0.00017","1.03317","166.88557","0.92","1","1","1","-","","","","","","","3","0.01672","0.01639","0.01646","18267.93788","17949.29688","18022.57485","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Ba 614.171","Ba(ref)","","0.02305","0.02305","ppm","16039.16622","0.00015","0.65595","93.80924","0.58","1","1","1","-","","","","","","","3","0.02315","0.02287","0.02312","16102.37933","15931.38060","16083.73873","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Cd 228.802","Cd","u","-0.00039","-0.00039","ppm","33.67512","0.00013","34.47763","2.26085","6.71","1","1","1","-","","","","","","","3","-0.00030","-0.00032","-0.00055","35.15849","34.79385","31.07302","u","u","u"
"26416/8+9+13","样品","2018/11/23 14:25:22","Cd 214.439","Cd(ref)","u","-0.00061","-0.00061","ppm","16.91368","0.00042","69.81770","6.37844","37.71","1","1","1","-","","","","","","","3","-0.00089","-0.00081","-0.00012","12.65847","13.83511","24.24748","u","u","u"
"26416/8+9+13","样品","2018/11/23 14:25:22","Cd 226.502","Cd(ref)","","0.00059","0.00059","ppm","28.57341","0.00032","55.05101","6.45291","22.58","1","1","1","-","","","","","","","3","0.00090","0.00060","0.00026","34.88179","28.85336","21.98508","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Cd 326.105","Cd(ref)","","未校正","未校正","ppm","252.71619","-","-","12.56574","4.97","1","1","1","-","","","","","","","3","未校正","未校正","未校正","238.21892","260.48429","259.44535","未校正","未校正","未校正"
"26416/8+9+13","样品","2018/11/23 14:25:22","Cd 508.582","Cd(ref)","","未校正","未校正","ppm","-6.31179","-","-","58.72969","> 100.00","1","1","1","-","","","","","","","3","未校正","未校正","未校正","32.53324","-73.87445","22.40585","未校正","未校正","未校正"
"26416/8+9+13","样品","2018/11/23 14:25:22","Co 237.863","Co","u","0.00004","0.00004","ppm","17.66490","0.00065","1744.24362","3.77794","21.39","1","1","1","-","","","","","","","3","0.00072","-0.00056","-0.00004","21.65563","14.14364","17.19543","","u","u"
"26416/8+9+13","样品","2018/11/23 14:25:22","Co 228.615","Co(ref)","u","-0.00036","-0.00036","ppm","22.80290","0.00070","194.56502","7.00898","30.74","1","1","1","-","","","","","","","3","0.00002","-0.00117","0.00007","26.58687","14.71518","27.10664","","u",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Co 230.786","Co(ref)","u","-0.00068","-0.00068","ppm","10.93238","0.00166","243.35929","10.11974","92.57","1","1","1","-","","","","","","","3","-0.00162","0.00123","-0.00166","5.19917","22.61698","4.98101","u","","u"
"26416/8+9+13","样品","2018/11/23 14:25:22","Cr 267.716","Cr","","0.00830","0.00830","ppm","544.39814","0.00053","6.43819","9.90485","1.82","1","1","1","-","","","","","","","3","0.00798","0.00800","0.00891","538.52678","538.83372","555.83390","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Cr 205.560","Cr(ref)","","0.00885","0.00885","ppm","103.73448","0.00246","27.78537","8.19523","7.90","1","1","1","-","","","","","","","3","0.00621","0.01108","0.00925","94.94833","111.17130","105.08381","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Cr 206.158","Cr(ref)","","0.00385","0.00385","ppm","34.89374","0.00184","47.69273","1.69482","4.86","1","1","1","-","","","","","","","3","0.00369","0.00210","0.00576","34.74435","33.27857","36.65831","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Cu 327.395","Cu","","0.06314","0.06314","ppm","2174.42491","0.00089","1.41059","27.68128","1.27","1","1","1","-","","","","","","","3","0.06326","0.06396","0.06219","2178.28810","2199.97167","2145.01497","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Cu 213.598","Cu(ref)","","0.05817","0.05817","ppm","320.00392","0.00178","3.05502","8.83231","2.76","1","1","1","-","","","","","","","3","0.05949","0.05615","0.05888","326.54660","309.95728","323.50789","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Cu 324.754","Cu(ref)","","0.06740","0.06740","ppm","3355.39284","0.00033","0.49644","12.35417","0.37","1","1","1","-","","","","","","","3","0.06776","0.06734","0.06710","3368.66014","3353.29898","3344.21940","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Fe 238.204","Fe","","0.13182","0.13182","ppm","2651.87972","0.00149","1.13262","19.39230","0.73","1","1","1","-","","","","","","","3","0.13242","0.13012","0.13291","2659.76629","2629.78671","2666.08617","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Hg 184.887","Hg","u","-0.00009","-0.00009","ppm","13.55560","0.00932","10307.48828","11.29711","83.34","1","1","1","-","","","","","","","3","-0.00234","0.01014","-0.00807","10.82442","25.96791","3.87446","u","","u"
"26416/8+9+13","样品","2018/11/23 14:25:22","Hg 194.164","Hg(ref)","u","-0.00340","-0.00340","ppm","9.61588","0.00312","91.77161","5.49265","57.12","1","1","1","-","","","","","","","3","-0.00585","-0.00445","0.00011","5.29503","7.75550","15.79711","u","u",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Hg 253.652","Hg(ref)","","0.00098","0.00098","ppm","3.73430","0.00083","84.75747","1.73639","46.50","1","1","1","-","","","","","","","3","0.00041","0.00194","0.00060","2.53794","5.72589","2.93908","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Mn 257.610","Mn","","0.00305","0.00305","ppm","495.72746","0.00010","3.31001","10.88903","2.20","1","1","1","-","","","","","","","3","0.00309","0.00313","0.00294","499.91595","503.90031","483.36611","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Mn 259.372","Mn(ref)","","0.00","0.00","ppm","213.22","0.00","5.93","8.78","4.12","1","1","1","-","","","","","","","3","0.00","0.00","0.00","223.29","209.23","207.14","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Mn 260.568","Mn(ref)","","0.00","0.00","ppm","46.66","0.00","14.31","3.62","7.75","1","1","1","-","","","","","","","3","0.00","0.00","0.00","43.20","50.41","46.37","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Mo 201.512","Mo","","未校正","未校正","ppm","15.77","-","-","11.13","70.58","1","1","1","-","","","","","","","3","未校正","未校正","未校正","13.86","27.73","5.72","未校正","未校正","未校正"
"26416/8+9+13","样品","2018/11/23 14:25:22","Mo 202.032","Mo(ref)","u","-0.00324","-0.00324","ppm","10.83534","0.00126","38.94982","5.40507","49.88","1","1","1","-","","","","","","","3","-0.00429","-0.00359","-0.00184","6.35080","9.31842","16.83680","u","u","u"
"26416/8+9+13","样品","2018/11/23 14:25:22","Mo 204.598","Mo(ref)","","0.00","0.00","ppm","14.00","0.00","30.98","2.21","15.75","1","1","1","-","","","","","","","3","0.00","0.00","0.00","15.34","15.21","11.46","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Ni 231.604","Ni","","0.00667","0.00667","ppm","32.85389","0.00188","28.20555","4.19316","12.76","1","1","1","-","","","","","","","3","0.00642","0.00493","0.00867","32.28566","28.97382","37.30218","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Ni 216.555","Ni(ref)","","0.00846","0.00846","ppm","49.18483","0.00164","19.40611","5.90951","12.01","1","1","1","-","","","","","","","3","0.00783","0.00723","0.01033","46.90153","44.75761","55.89534","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Ni 221.648","Ni(ref)","u","-0.00276","-0.00276","ppm","6.13357","0.00083","30.28417","0.82336","13.42","1","1","1","-","","","","","","","3","-0.00211","-0.00246","-0.00370","6.77301","6.42315","5.20455","u","u","u"
"26416/8+9+13","样品","2018/11/23 14:25:22","Pb 220.353","Pb","u","0.00003","0.00003","ppm","17.05584","0.00244","7033.17088","2.79429","16.38","1","1","1","Y (360.074 nm)","","","","","","","3","0.00015","-0.00246","0.00241","17.18832","14.19766","19.78154","","u",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Pb 182.143","Pb(ref)","u","-0.00226","-0.00226","ppm","2.04557","0.00827","365.33181","2.08049","> 100.00","1","1","1","-","","","","","","","3","-0.00958","0.00670","-0.00391","0.20331","4.30199","1.63140","u","","u"
"26416/8+9+13","样品","2018/11/23 14:25:22","Pb 217.000","Pb(ref)","","0.01539","0.01539","ppm","7.38693","0.00771","50.11890","3.08157","41.72","1","1","1","Y (360.074 nm)","","","","","","","3","0.02330","0.01495","0.00790","10.55149","7.21364","4.39566","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Pb 261.417","Pb(ref)","","0.02106","0.02106","ppm","7.42164","0.00334","15.87452","1.91308","25.78","1","1","1","Y (360.074 nm)","","","","","","","3","0.02189","0.01738","0.02391","7.89888","5.31512","9.05092","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Pb 283.305","Pb(ref)","","0.01632","0.01632","ppm","11.04047","0.00472","28.92741","3.89115","35.24","1","1","1","-","","","","","","","3","0.01225","0.01521","0.02150","7.69012","10.12287","15.30840","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Sb 206.834","Sb","","0.02872","0.02872","ppm","60.73333","0.00425","14.80491","4.63193","7.63","1","1","1","-","","","","","","","3","0.02563","0.03357","0.02696","57.36801","66.01609","58.81590","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Sb 217.582","Sb(ref)","","0.02622","0.02622","ppm","23.34372","0.00838","31.95385","3.77860","16.19","1","1","1","-","","","","","","","3","0.01822","0.02551","0.03494","19.73714","23.02047","27.27356","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Sb 231.146","Sb(ref)","","0.02967","0.02967","ppm","19.93478","0.00826","27.83643","3.87137","19.42","1","1","1","-","","","","","","","3","0.03622","0.02039","0.03241","23.00280","15.58512","21.21643","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Se 196.026","Se","u","-0.05089","-0.05089","ppm","7.24686","0.00360","7.06772","1.59294","21.98","1","1","1","-","","","","","","","3","-0.05244","-0.05345","-0.04678","6.55988","6.11268","9.06802","u","u","u"
"26416/8+9+13","样品","2018/11/23 14:25:22","Se 203.985","Se(ref)","","0.00852","0.00852","ppm","12.51095","0.00742","87.04458","2.46631","19.71","1","1","1","-","","","","","","","3","0.01057","0.01469","0.00029","13.19311","14.56438","9.77535","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Sn 189.925","Sn","","0.02016","0.02016","ppm","31.87694","0.01165","57.79169","7.71552","24.20","1","1","1","-","","","","","","","3","0.03053","0.00755","0.02242","38.73819","23.52476","33.36786","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Sn 235.485","Sn(ref)","","0.06775","0.06775","ppm","44.09260","0.01350","19.92151","2.80728","6.37","1","1","1","-","","","","","","","3","0.05573","0.08235","0.06516","41.59324","47.12995","43.55461","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Sn 283.998","Sn(ref)","","0.01556","0.01556","ppm","71.40596","0.00327","20.99954","5.27613","7.39","1","1","1","-","","","","","","","3","0.01609","0.01854","0.01207","72.25172","76.20812","65.75803","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Sr 407.771","Sr","","0.00859","0.00859","ppm","35604.41982","0.00004","0.47923","150.76625","0.42","1","1","1","-","","","","","","","3","0.00864","0.00858","0.00856","35768.99523","35571.29167","35472.97255","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Sr 421.552","Sr(ref)","","0.01","0.01","ppm","14288.83","0.00","1.05","132.30","0.93","1","1","1","-","","","","","","","3","0.01","0.01","0.01","14441.33","14220.52","14204.65","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Sr 460.733","Sr(ref)","","0.01","0.01","ppm","869.32","0.00","6.05","44.67","5.14","1","1","1","-","","","","","","","3","0.01","0.01","0.01","918.93","856.73","832.30","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Y 324.228","Y","","1.06699","1.06699","比值","83224.64020","0.00407","0.38161","317.59476","0.38","1","1","1","-","","","","","","","3","1.07125","1.06314","1.06657","83557.25086","82924.56625","83192.10349","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Y 360.074","Y","","1.05746","1.05746","比值","153288.47771","0.00438","0.41418","634.88658","0.41","1","1","1","-","","","","","","","3","1.06251","1.05509","1.05477","154021.09533","152945.28875","152899.04904","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Y 371.029","Y","","1.06367","1.06367","比值","99202.13548","0.00510","0.47993","476.09989","0.48","1","1","1","-","","","","","","","3","1.06955","1.06047","1.06098","99751.19146","98903.64391","98951.57106","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Zn 202.548","Zn","","未校正","未校正","ppm","638.44","-","-","5.99","0.94","1","1","1","-","","","","","","","3","未校正","未校正","未校正","639.66","643.72","631.93","未校正","未校正","未校正"
"26416/8+9+13","样品","2018/11/23 14:25:22","Zn 206.200","Zn(ref)","","0.04125","0.04125","ppm","94.40315","0.00208","5.04737","3.52855","3.74","1","1","1","Y (371.029 nm)","","","","","","","3","0.03895","0.04300","0.04180","90.50293","97.37398","95.33255","","",""
"26416/8+9+13","样品","2018/11/23 14:25:22","Zr 339.198","Zr","","未校正","未校正","ppm","525.76","-","-","15.50","2.95","1","1","1","-","","","","","","","3","未校正","未校正","未校正","542.45","511.81","523.04","未校正","未校正","未校正"
"26416/8+9+13","样品","2018/11/23 14:25:22","Zr 343.823","Zr(ref)","","未校正","未校正","ppm","706.21","-","-","6.38","0.90","1","1","1","-","","","","","","","3","未校正","未校正","未校正","709.87","698.84","709.93","未校正","未校正","未校正"
"26416/8+9+13","样品","2018/11/23 14:25:22","Zr 349.619","Zr(ref)","","未校正","未校正","ppm","5723.42","-","-","25.89","0.45","1","1","1","-","","","","","","","3","未校正","未校正","未校正","5745.34","5730.07","5694.85","未校正","未校正","未校正"
"CC","QC","2018/11/23 14:25:58","Al 396.152","Al","Q!","0.35131","0.35131","ppm","13927.91287","0.00268","0.76275","99.44290","0.71","-","-","-","-","","","","","","","3","0.34952","0.35002","0.35439","13861.52376","13879.97016","14042.24469","","",""
"CC","QC","2018/11/23 14:25:58","Al 394.401","Al(ref)","Q!","0.35073","0.35073","ppm","4376.78489","0.00303","0.86431","31.91602","0.73","-","-","-","-","","","","","","","3","0.35071","0.34771","0.35378","4376.56563","4344.97907","4408.80998","","",""
"CC","QC","2018/11/23 14:25:58","As 188.980","As","!","0.50246","0.50246","ppm","395.76611","0.02979","5.92802","22.48558","5.68","-","-","-","-","","","","","","","3","0.52327","0.46834","0.51576","411.48096","370.00941","405.80797","","",""
"CC","QC","2018/11/23 14:25:58","As 193.696","As(ref)","!","0.52721","0.52721","ppm","393.36431","0.01755","3.32821","12.93606","3.29","-","-","-","-","","","","","","","3","0.54582","0.52483","0.51097","407.08723","391.61192","381.39377","","",""
"CC","QC","2018/11/23 14:25:58","As 197.198","As(ref)","!","0.46701","0.46701","ppm","90.26654","0.00104","0.22220","0.15808","0.18","-","-","-","-","","","","","","","3","0.46597","0.46702","0.46804","90.10762","90.26822","90.42378","","",""
"CC","QC","2018/11/23 14:25:58","As 234.984","As(ref)","!","0.51346","0.51346","ppm","192.41861","0.01762","3.43144","4.12321","2.14","-","-","-","-","","","","","","","3","0.50462","0.50200","0.53374","190.35095","189.73836","197.16653","","",""
"CC","QC","2018/11/23 14:25:58","Ba 233.527","Ba","Q!","0.41783","0.41783","ppm","17405.45887","0.00407","0.97367","168.60813","0.97","-","-","-","-","","","","","","","3","0.41870","0.41340","0.42140","17441.44280","17221.76365","17553.17017","","",""
"CC","QC","2018/11/23 14:25:58","Ba 230.424","Ba(ref)","Q!","0.42251","0.42251","ppm","10740.91531","0.00320","0.75821","80.92306","0.75","-","-","-","-","","","","","","","3","0.42475","0.41884","0.42394","10797.50114","10648.22461","10777.02019","","",""
"CC","QC","2018/11/23 14:25:58","Ba 493.408","Ba(ref)","Q!","0.42276","0.42276","ppm","415203.13949","0.00202","0.47850","1977.54408","0.48","-","-","-","-","","","","","","","3","0.42084","0.42487","0.42256","413326.68830","417268.25407","415014.47609","","",""
