Sample Name,Date and Time Acquired,Dilution Factor,Data File Name,Batch Name,Data Path,Operator,Instrument Name,Misc. Info or Comment,Sample Weight or Volume,Final Weight or Volume,Dilution Multiplier,Tune Step,Analyte,Element Full Name,Mass,ISTD Ref Mass,Concentration,Conc RSD,Min Conc,CPS Mean,CPS Rep1,CPS Rep2,CPS Rep3,Conc Rep1,Conc Rep2,Conc Rep3,CPS RSD,Units
WASH,6/6/2022 下午 12:09:12,1,014SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,As,arsenic,75,72,-0.089,,0.000,1.11,0.00,0.00,3.33,-0.099,-0.099,-0.069,173.2,ug/L
WASH,6/6/2022 下午 12:09:12,1,014SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Cd,cadmium,111,115,-0.031,,0.000,2.22,0.00,0.00,6.67,-0.040,-0.040,-0.011,173.2,ug/L
WASH,6/6/2022 下午 12:09:12,1,014SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,In,indium,115,,,,0.000,105238.59,104738.51,104805.37,106171.89,,,,0.8,
WASH,6/6/2022 下午 12:09:12,1,014SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Sb,antimony,121,115,-0.488,,0.000,10.00,13.33,6.67,10.00,-0.482,-0.494,-0.488,33.3,ug/L
WASH,6/6/2022 下午 12:09:12,1,014SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Ba,barium,137,115,-0.300,,0.000,21.11,20.00,20.00,23.33,-0.306,-0.306,-0.288,9.1,ug/L
WASH,6/6/2022 下午 12:09:12,1,014SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,[Hg],mercury,200,VIS,0.043,11.6,0.000,25.56,23.33,26.67,26.67,0.037,0.047,0.045,7.5,
WASH,6/6/2022 下午 12:09:12,1,014SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Hg,mercury,201,209,0.047,81.9,0.000,11.11,16.67,13.33,3.33,0.078,0.059,0.004,62.5,ug/L
WASH,6/6/2022 下午 12:09:12,1,014SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,[Hg],mercury,202,VIS,0.031,59.2,0.000,22.22,23.33,30.00,13.33,0.034,0.048,0.011,37.8,
WASH,6/6/2022 下午 12:09:12,1,014SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Pb,lead,208,209,-0.321,,0.000,350.02,356.69,353.35,340.02,-0.316,-0.319,-0.329,2.5,ug/L
WASH,6/6/2022 下午 12:09:12,1,014SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Bi,bismuth,209,,,,0.000,267332.99,264815.28,265942.05,271241.63,,,,1.3,
WASH,6/6/2022 下午 12:09:12,1,014SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,2,Ge,germanium,72,,,,0.000,18288.37,18403.00,17738.69,18723.42,,,,2.7,
WASH,6/6/2022 下午 12:09:12,1,014SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,2,Se,selenium,78,72,0.072,173.2,0.000,1.11,0.00,3.33,0.00,0.000,0.215,0.000,173.2,ug/L
WASH,6/6/2022 下午 12:09:12,1,014SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,2,In,indium,115,,,,0.000,293473.23,295448.60,291924.03,293047.05,,,,0.6,
WASH,6/6/2022 下午 12:09:12,1,014SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,2,Sn,tin,118,115,-0.558,,0.000,88.89,120.01,76.67,70.00,-0.521,-0.572,-0.581,30.5,ug/L
QC,6/6/2022 下午 12:10:39,1,015_QC1.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Sc,scandium,45,,,,0.000,10228.56,10574.39,10157.36,9953.94,,,,3.1,
QC,6/6/2022 下午 12:10:39,1,015_QC1.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Cr,chromium,52,72,9.853,2.9,0.000,5941.49,6114.91,5884.79,5824.77,10.056,9.977,9.527,2.6,ug/L
QC,6/6/2022 下午 12:10:39,1,015_QC1.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Mn,manganese,55,45,9.308,10.8,0.000,2451.42,2310.28,2466.97,2577.01,8.240,9.446,10.238,5.5,ug/L
QC,6/6/2022 下午 12:10:39,1,015_QC1.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Co,cobalt,59,45,9.472,4.7,0.000,10308.65,10240.82,10127.43,10557.71,9.092,9.362,9.962,2.2,ug/L
QC,6/6/2022 下午 12:10:39,1,015_QC1.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Ni,nickel,60,45,8.375,1.1,0.000,5147.80,5331.22,5077.77,5034.42,8.403,8.269,8.454,3.1,ug/L
QC,6/6/2022 下午 12:10:39,1,015_QC1.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Cu,copper,63,72,9.605,0.4,0.000,10227.50,10360.96,9980.66,10340.89,9.631,9.566,9.618,2.1,ug/L
QC,6/6/2022 下午 12:10:39,1,015_QC1.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Ge,germanium,72,,,,0.000,9198.96,9296.80,9009.95,9290.12,,,,1.8,
QC,6/6/2022 下午 12:10:39,1,015_QC1.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,As,arsenic,75,72,1.014,12.8,0.000,102.23,90.00,103.34,113.34,0.870,1.049,1.122,11.5,ug/L
QC,6/6/2022 下午 12:10:39,1,015_QC1.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Cd,cadmium,111,115,0.890,12.9,0.000,176.68,180.01,153.34,196.68,0.906,0.767,0.995,12.4,ug/L
QC,6/6/2022 下午 12:10:39,1,015_QC1.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,In,indium,115,,,,0.000,87664.59,87746.42,87608.77,87638.58,,,,0.1,
QC,6/6/2022 下午 12:10:39,1,015_QC1.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Sb,antimony,121,115,9.956,2.7,0.000,4803.27,4667.64,4844.42,4897.76,9.651,10.053,10.165,2.5,ug/L
QC,6/6/2022 下午 12:10:39,1,015_QC1.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Ba,barium,137,115,10.199,3.5,0.000,1475.70,1420.14,1496.81,1510.14,9.789,10.357,10.450,3.3,ug/L
QC,6/6/2022 下午 12:10:39,1,015_QC1.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,[Hg],mercury,200,VIS,0.290,36.4,0.000,133.34,120.00,100.01,180.01,0.245,0.214,0.410,31.2,
QC,6/6/2022 下午 12:10:39,1,015_QC1.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Hg,mercury,201,209,0.314,16.2,0.000,72.23,66.67,83.34,66.67,0.275,0.371,0.295,13.3,ug/L
QC,6/6/2022 下午 12:10:39,1,015_QC1.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,[Hg],mercury,202,VIS,0.330,29.0,0.000,193.34,170.01,160.01,250.01,0.274,0.275,0.440,25.5,
QC,6/6/2022 下午 12:10:39,1,015_QC1.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Pb,lead,208,209,9.216,5.5,0.000,22664.40,22256.95,22834.81,22901.45,8.626,9.482,9.538,1.6,ug/L
QC,6/6/2022 下午 12:10:39,1,015_QC1.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Bi,bismuth,209,,,,0.000,323356.16,337589.15,316666.13,315813.19,,,,3.8,
QC,6/6/2022 下午 12:10:39,1,015_QC1.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,2,Ge,germanium,72,,,,0.000,15072.14,14968.68,14898.60,15349.15,,,,1.6,
QC,6/6/2022 下午 12:10:39,1,015_QC1.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,2,Se,selenium,78,72,9.383,20.6,0.000,123.34,93.34,136.67,140.01,7.156,10.527,10.467,21.1,ug/L
QC,6/6/2022 下午 12:10:39,1,015_QC1.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,2,In,indium,115,,,,0.000,239794.39,238242.88,240804.61,240335.67,,,,0.6,
QC,6/6/2022 下午 12:10:39,1,015_QC1.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,2,Sn,tin,118,115,10.304,0.8,0.000,7327.84,7322.28,7295.57,7365.68,10.367,10.210,10.336,0.5,ug/L
BLK/220605-9,6/6/2022 下午 12:12:10,1,016QBLK.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-1,1.0,1.0,1,1,Sc,scandium,45,,,,0.000,10327.51,10060.62,10661.11,10260.79,,,,3.0,
BLK/220605-9,6/6/2022 下午 12:12:10,1,016QBLK.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-1,1.0,1.0,1,1,Cr,chromium,52,72,-0.073,,0.000,657.82,560.03,763.38,650.04,-0.213,0.077,-0.083,15.5,ug/L
BLK/220605-9,6/6/2022 下午 12:12:10,1,016QBLK.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-1,1.0,1.0,1,1,Mn,manganese,55,45,0.112,143.2,0.000,558.92,510.03,580.04,586.70,-0.056,0.128,0.265,7.6,ug/L
BLK/220605-9,6/6/2022 下午 12:12:10,1,016QBLK.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-1,1.0,1.0,1,1,Co,cobalt,59,45,-0.033,,0.000,15.56,16.67,16.67,13.33,-0.032,-0.033,-0.035,12.4,ug/L
BLK/220605-9,6/6/2022 下午 12:12:10,1,016QBLK.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-1,1.0,1.0,1,1,Ni,nickel,60,45,-2.059,,0.000,1785.73,1773.51,1766.84,1816.85,-1.956,-2.289,-1.931,1.5,ug/L
BLK/220605-9,6/6/2022 下午 12:12:10,1,016QBLK.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-1,1.0,1.0,1,1,Cu,copper,63,72,-0.328,,0.000,727.82,746.71,653.37,783.38,-0.287,-0.425,-0.274,9.2,ug/L
BLK/220605-9,6/6/2022 下午 12:12:10,1,016QBLK.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-1,1.0,1.0,1,1,Ge,germanium,72,,,,0.000,9600.38,9300.14,9907.31,9593.69,,,,3.2,
BLK/220605-9,6/6/2022 下午 12:12:10,1,016QBLK.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-1,1.0,1.0,1,1,As,arsenic,75,72,0.015,454.8,0.000,11.11,3.33,16.67,13.33,-0.063,0.069,0.040,62.5,ug/L
BLK/220605-9,6/6/2022 下午 12:12:10,1,016QBLK.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-1,1.0,1.0,1,1,Cd,cadmium,111,115,-0.040,,0.000,0.00,0.00,0.00,0.00,-0.040,-0.040,-0.040,0.0,ug/L
BLK/220605-9,6/6/2022 下午 12:12:10,1,016QBLK.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-1,1.0,1.0,1,1,In,indium,115,,,,0.000,90575.98,90125.21,90946.88,90655.84,,,,0.5,
BLK/220605-9,6/6/2022 下午 12:12:10,1,016QBLK.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-1,1.0,1.0,1,1,Sb,antimony,121,115,0.117,63.3,0.000,295.57,320.02,256.68,310.02,0.172,0.033,0.147,11.5,ug/L
BLK/220605-9,6/6/2022 下午 12:12:10,1,016QBLK.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-1,1.0,1.0,1,1,Ba,barium,137,115,0.642,34.3,0.000,153.34,140.01,190.01,130.01,0.554,0.892,0.479,21.0,ug/L
BLK/220605-9,6/6/2022 下午 12:12:10,1,016QBLK.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-1,1.0,1.0,1,1,[Hg],mercury,200,VIS,-0.007,,0.000,7.78,13.33,3.33,6.67,0.010,-0.020,-0.011,65.5,
BLK/220605-9,6/6/2022 下午 12:12:10,1,016QBLK.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-1,1.0,1.0,1,1,Hg,mercury,201,209,0.017,168.9,0.000,5.56,10.00,0.00,6.67,0.043,-0.014,0.022,91.6,ug/L
BLK/220605-9,6/6/2022 下午 12:12:10,1,016QBLK.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-1,1.0,1.0,1,1,[Hg],mercury,202,VIS,0.005,366.5,0.000,10.00,13.33,16.67,0.00,0.013,0.019,-0.017,88.2,
BLK/220605-9,6/6/2022 下午 12:12:10,1,016QBLK.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-1,1.0,1.0,1,1,Pb,lead,208,209,-0.289,,0.000,405.58,430.02,356.68,430.03,-0.271,-0.316,-0.280,10.4,ug/L
BLK/220605-9,6/6/2022 下午 12:12:10,1,016QBLK.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-1,1.0,1.0,1,1,Bi,bismuth,209,,,,0.000,263217.52,257560.71,264668.22,267423.62,,,,1.9,
BLK/220605-9,6/6/2022 下午 12:12:10,1,016QBLK.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-1,1.0,1.0,1,2,Ge,germanium,72,,,,0.000,15345.81,15245.68,15586.12,15205.63,,,,1.4,
BLK/220605-9,6/6/2022 下午 12:12:10,1,016QBLK.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-1,1.0,1.0,1,2,Se,selenium,78,72,0.168,173.2,0.000,2.22,0.00,0.00,6.67,0.000,0.000,0.503,173.2,ug/L
BLK/220605-9,6/6/2022 下午 12:12:10,1,016QBLK.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-1,1.0,1.0,1,2,In,indium,115,,,,0.000,241314.68,238967.93,243838.90,241137.21,,,,1.0,
BLK/220605-9,6/6/2022 下午 12:12:10,1,016QBLK.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-1,1.0,1.0,1,2,Sn,tin,118,115,-0.080,,0.000,394.47,396.69,410.02,376.69,-0.070,-0.063,-0.106,4.3,ug/L
BS/220605-9,6/6/2022 下午 12:13:36,1,017SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-2,1.0,1.0,1,1,Sc,scandium,45,,,,0.000,10140.69,10050.62,10214.07,10157.39,,,,0.8,
BS/220605-9,6/6/2022 下午 12:13:36,1,017SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-2,1.0,1.0,1,1,Cr,chromium,52,72,11.629,1.9,0.000,6993.13,7078.74,6801.92,7098.73,11.786,11.357,11.526,2.4,ug/L
BS/220605-9,6/6/2022 下午 12:13:36,1,017SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-2,1.0,1.0,1,1,Mn,manganese,55,45,10.690,8.2,0.000,2741.49,2583.68,2690.38,2950.41,10.148,10.461,11.799,6.9,ug/L
BS/220605-9,6/6/2022 下午 12:13:36,1,017SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-2,1.0,1.0,1,1,Co,cobalt,59,45,9.510,1.2,0.000,10234.10,10210.78,10160.70,10330.83,9.540,9.340,9.551,0.9,ug/L
BS/220605-9,6/6/2022 下午 12:13:36,1,017SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-2,1.0,1.0,1,1,Ni,nickel,60,45,10.400,2.1,0.000,5092.24,5127.80,5074.47,5074.44,8.594,8.171,8.258,0.6,ug/L
BS/220605-9,6/6/2022 下午 12:13:36,1,017SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-2,1.0,1.0,1,1,Cu,copper,63,72,9.714,3.1,0.000,10217.46,10440.96,10124.05,10087.38,9.671,9.413,9.072,1.9,ug/L
BS/220605-9,6/6/2022 下午 12:13:36,1,017SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-2,1.0,1.0,1,1,Ge,germanium,72,,,,0.000,9385.77,9333.57,9273.41,9550.32,,,,1.6,
BS/220605-9,6/6/2022 下午 12:13:36,1,017SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-2,1.0,1.0,1,1,As,arsenic,75,72,1.082,7.3,0.000,112.23,103.34,116.67,116.67,1.009,1.160,1.124,6.9,ug/L
BS/220605-9,6/6/2022 下午 12:13:36,1,017SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-2,1.0,1.0,1,1,Cd,cadmium,111,115,0.928,10.8,0.000,180.01,196.68,160.01,183.34,0.980,0.782,0.901,10.3,ug/L
BS/220605-9,6/6/2022 下午 12:13:36,1,017SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-2,1.0,1.0,1,1,In,indium,115,,,,0.000,89568.00,88940.59,89836.20,89927.21,,,,0.6,
BS/220605-9,6/6/2022 下午 12:13:36,1,017SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-2,1.0,1.0,1,1,Sb,antimony,121,115,9.259,0.8,0.000,4635.43,4604.32,4684.31,4617.65,9.379,9.450,9.299,0.9,ug/L
BS/220605-9,6/6/2022 下午 12:13:36,1,017SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-2,1.0,1.0,1,1,Ba,barium,137,115,11.940,4.1,0.000,1845.76,1900.21,1853.53,1783.53,13.059,12.596,12.092,3.2,ug/L
BS/220605-9,6/6/2022 下午 12:13:36,1,017SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-2,1.0,1.0,1,1,[Hg],mercury,200,VIS,0.045,40.9,0.000,28.89,26.67,23.33,36.67,0.029,0.026,0.059,24.0,
BS/220605-9,6/6/2022 下午 12:13:36,1,017SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-2,1.0,1.0,1,1,Hg,mercury,201,209,0.063,40.7,0.000,21.11,16.67,26.67,20.00,0.056,0.107,0.078,24.1,ug/L
BS/220605-9,6/6/2022 下午 12:13:36,1,017SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-2,1.0,1.0,1,1,[Hg],mercury,202,VIS,0.033,108.1,0.000,31.11,23.33,53.34,16.67,0.022,0.079,0.014,62.8,
BS/220605-9,6/6/2022 下午 12:13:36,1,017SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-2,1.0,1.0,1,1,Pb,lead,208,209,9.005,6.5,0.000,21926.47,21625.79,22300.58,21853.05,8.038,9.067,9.041,1.6,ug/L
BS/220605-9,6/6/2022 下午 12:13:36,1,017SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-2,1.0,1.0,1,1,Bi,bismuth,209,,,,0.000,330105.27,350597.36,322666.39,317052.06,,,,5.4,
BS/220605-9,6/6/2022 下午 12:13:36,1,017SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-2,1.0,1.0,1,2,Ge,germanium,72,,,,0.000,15092.15,14761.80,14898.50,15616.15,,,,3.0,
BS/220605-9,6/6/2022 下午 12:13:36,1,017SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-2,1.0,1.0,1,2,Se,selenium,78,72,8.941,15.5,0.000,120.01,96.67,130.01,133.34,7.515,10.014,9.798,16.9,ug/L
BS/220605-9,6/6/2022 下午 12:13:36,1,017SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-2,1.0,1.0,1,2,In,indium,115,,,,0.000,237945.19,237197.34,236198.01,240440.23,,,,0.9,
BS/220605-9,6/6/2022 下午 12:13:36,1,017SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-2,1.0,1.0,1,2,Sn,tin,118,115,5.547,2.7,0.000,4065.23,3990.76,4147.49,4057.43,5.374,5.637,5.392,1.9,ug/L
ECO 11510/1,6/6/2022 下午 12:15:03,1,018SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-3,1.0,1.0,1,1,Sc,scandium,45,,,,0.000,10476.53,10464.30,10450.95,10514.33,,,,0.3,
ECO 11510/1,6/6/2022 下午 12:15:03,1,018SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-3,1.0,1.0,1,1,Cr,chromium,52,72,0.310,23.7,0.000,830.05,816.72,800.05,873.39,0.187,0.202,0.321,4.6,ug/L
ECO 11510/1,6/6/2022 下午 12:15:03,1,018SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-3,1.0,1.0,1,1,Mn,manganese,55,45,14.212,4.6,0.000,3578.37,3560.60,3437.21,3737.31,14.261,13.699,15.012,4.2,ug/L
ECO 11510/1,6/6/2022 下午 12:15:03,1,018SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-3,1.0,1.0,1,1,Co,cobalt,59,45,0.145,13.5,0.000,176.68,196.68,153.34,180.01,0.130,0.091,0.114,12.4,ug/L
ECO 11510/1,6/6/2022 下午 12:15:03,1,018SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-3,1.0,1.0,1,1,Ni,nickel,60,45,1.622,17.8,0.000,2350.29,2430.30,2366.96,2253.61,-0.188,-0.370,-0.753,3.8,ug/L
ECO 11510/1,6/6/2022 下午 12:15:03,1,018SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-3,1.0,1.0,1,1,Cu,copper,63,72,1.988,7.9,0.000,2722.59,2750.37,2850.40,2567.01,1.638,1.825,1.515,5.3,ug/L
ECO 11510/1,6/6/2022 下午 12:15:03,1,018SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-3,1.0,1.0,1,1,Ge,germanium,72,,,,0.000,9613.73,9787.19,9483.59,9570.41,,,,1.6,
ECO 11510/1,6/6/2022 下午 12:15:03,1,018SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-3,1.0,1.0,1,1,As,arsenic,75,72,0.035,373.5,0.000,14.44,20.00,0.00,23.33,0.105,-0.099,0.145,87.4,ug/L
ECO 11510/1,6/6/2022 下午 12:15:03,1,018SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-3,1.0,1.0,1,1,Cd,cadmium,111,115,0.017,100.5,0.000,3.33,3.33,0.00,6.67,-0.024,-0.040,-0.007,100.1,ug/L
ECO 11510/1,6/6/2022 下午 12:15:03,1,018SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-3,1.0,1.0,1,1,In,indium,115,,,,0.000,92048.06,92705.90,91849.85,91588.43,,,,0.6,
ECO 11510/1,6/6/2022 下午 12:15:03,1,018SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-3,1.0,1.0,1,1,Sb,antimony,121,115,1.228,14.3,0.000,892.29,806.73,966.74,903.40,1.155,1.504,1.377,9.0,ug/L
ECO 11510/1,6/6/2022 下午 12:15:03,1,018SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-3,1.0,1.0,1,1,Ba,barium,137,115,6.382,5.4,0.000,1086.76,1150.10,1070.09,1040.08,7.404,6.927,6.741,5.2,ug/L
ECO 11510/1,6/6/2022 下午 12:15:03,1,018SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-3,1.0,1.0,1,1,[Hg],mercury,200,VIS,-0.007,,0.000,6.67,6.67,10.00,3.33,-0.014,-0.006,-0.022,50.0,
ECO 11510/1,6/6/2022 下午 12:15:03,1,018SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-3,1.0,1.0,1,1,Hg,mercury,201,209,-0.026,,0.000,1.11,3.33,0.00,0.00,0.001,-0.014,-0.014,173.2,ug/L
ECO 11510/1,6/6/2022 下午 12:15:03,1,018SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-3,1.0,1.0,1,1,[Hg],mercury,202,VIS,-0.006,,0.000,8.89,3.33,6.67,16.67,-0.011,-0.005,0.014,78.1,
ECO 11510/1,6/6/2022 下午 12:15:03,1,018SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,0605-9-3,1.0,1.0,1,1,Pb,lead,208,209,0.253,15.8,0.000,1084.54,1123.43,980.08,1150.10,-0.027,-0.079,-0.001,8.4,ug/L
