Sample Name,Date and Time Acquired,Dilution Factor,Data File Name,Batch Name,Data Path,Operator,Instrument Name,Misc. Info or Comment,Sample Weight or Volume,Final Weight or Volume,Dilution Multiplier,Tune Step,Analyte,Element Full Name,Mass,ISTD Ref Mass,Concentration,Conc RSD,Min Conc,CPS Mean,CPS Rep1,CPS Rep2,CPS Rep3,Conc Rep1,Conc Rep2,Conc Rep3,CPS RSD,Units
WASH,6/6/2022 上午 11:49:03,1,001SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Sc,scandium,45,,,,0.000,9459.12,9566.98,9543.64,9266.74,,,,1.8,
WASH,6/6/2022 上午 11:49:03,1,001SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Cr,chromium,52,72,,,0.000,97.78,123.34,86.67,83.34,,,,22.7,ug/L
WASH,6/6/2022 上午 11:49:03,1,001SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Mn,manganese,55,45,,,0.000,63.34,46.67,86.67,56.67,,,,32.9,ug/L
WASH,6/6/2022 上午 11:49:03,1,001SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Co,cobalt,59,45,,,0.000,83.34,100.00,76.67,73.34,,,,17.4,ug/L
WASH,6/6/2022 上午 11:49:03,1,001SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Ni,nickel,60,45,,,0.000,6077.12,6148.29,6001.52,6081.55,,,,1.2,ug/L
WASH,6/6/2022 上午 11:49:03,1,001SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Cu,copper,63,72,,,0.000,377.80,396.68,333.35,403.36,,,,10.2,ug/L
WASH,6/6/2022 上午 11:49:03,1,001SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Ge,germanium,72,,,,0.000,9290.15,9360.19,9366.84,9143.42,,,,1.4,
WASH,6/6/2022 上午 11:49:03,1,001SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,As,arsenic,75,72,,,0.000,2.22,0.00,6.67,0.00,,,,173.2,ug/L
WASH,6/6/2022 上午 11:49:03,1,001SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Cd,cadmium,111,115,,,0.000,0.00,0.00,0.00,0.00,,,,0.0,ug/L
WASH,6/6/2022 上午 11:49:03,1,001SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,In,indium,115,,,,0.000,93853.29,94461.99,93279.96,93817.93,,,,0.6,
WASH,6/6/2022 上午 11:49:03,1,001SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Sb,antimony,121,115,,,0.000,1.11,3.33,0.00,0.00,,,,173.2,ug/L
WASH,6/6/2022 上午 11:49:03,1,001SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Ba,barium,137,115,,,0.000,13.33,13.33,16.67,10.00,,,,25.0,ug/L
WASH,6/6/2022 上午 11:49:03,1,001SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,[Hg],mercury,200,VIS,,,0.000,5.55,3.33,0.00,13.33,,,,124.9,
WASH,6/6/2022 上午 11:49:03,1,001SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Hg,mercury,201,209,,,0.000,4.44,10.00,3.33,0.00,,,,114.6,ug/L
WASH,6/6/2022 上午 11:49:03,1,001SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,[Hg],mercury,202,VIS,,,0.000,4.45,0.00,6.67,6.67,,,,86.6,
WASH,6/6/2022 上午 11:49:03,1,001SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Pb,lead,208,209,,,0.000,303.35,306.68,336.68,266.68,,,,11.6,ug/L
WASH,6/6/2022 上午 11:49:03,1,001SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Bi,bismuth,209,,,,0.000,289569.51,285810.27,289108.28,293789.97,,,,1.4,
WASH,6/6/2022 上午 11:49:03,1,001SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,2,Ge,germanium,72,,,,0.000,16301.38,16150.01,16447.15,16306.99,,,,0.9,
WASH,6/6/2022 上午 11:49:03,1,001SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,2,Se,selenium,78,72,,,0.000,0.00,0.00,0.00,0.00,,,,0.0,ug/L
WASH,6/6/2022 上午 11:49:03,1,001SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,2,In,indium,115,,,,0.000,271183.52,270789.39,271761.32,270999.86,,,,0.2,
WASH,6/6/2022 上午 11:49:03,1,001SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,2,Sn,tin,118,115,,,0.000,92.22,90.00,90.00,96.67,,,,4.2,ug/L
WASH,6/6/2022 上午 11:50:31,1,002SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Sc,scandium,45,,,,0.000,9985.05,10040.63,10174.05,9740.46,,,,2.2,
WASH,6/6/2022 上午 11:50:31,1,002SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Cr,chromium,52,72,,,0.000,120.01,130.01,116.67,113.34,,,,7.4,ug/L
WASH,6/6/2022 上午 11:50:31,1,002SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Mn,manganese,55,45,,,0.000,44.45,63.34,23.33,46.67,,,,45.2,ug/L
WASH,6/6/2022 上午 11:50:31,1,002SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Co,cobalt,59,45,,,0.000,41.11,60.00,30.00,33.33,,,,40.0,ug/L
WASH,6/6/2022 上午 11:50:31,1,002SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Ni,nickel,60,45,,,0.000,5659.15,5741.41,5578.01,5658.02,,,,1.4,ug/L
WASH,6/6/2022 上午 11:50:31,1,002SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Cu,copper,63,72,,,0.000,387.80,330.02,360.02,473.36,,,,19.5,ug/L
WASH,6/6/2022 上午 11:50:31,1,002SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Ge,germanium,72,,,,0.000,9690.42,9610.37,9460.28,10000.60,,,,2.9,
WASH,6/6/2022 上午 11:50:31,1,002SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,As,arsenic,75,72,,,0.000,0.00,0.00,0.00,0.00,,,,0.0,ug/L
WASH,6/6/2022 上午 11:50:31,1,002SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Cd,cadmium,111,115,,,0.000,0.00,0.00,0.00,0.00,,,,0.0,ug/L
WASH,6/6/2022 上午 11:50:31,1,002SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,In,indium,115,,,,0.000,97268.78,96405.98,97059.80,98340.56,,,,1.0,
WASH,6/6/2022 上午 11:50:31,1,002SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Sb,antimony,121,115,,,0.000,5.55,3.33,3.33,10.00,,,,69.3,ug/L
WASH,6/6/2022 上午 11:50:31,1,002SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Ba,barium,137,115,,,0.000,7.78,10.00,3.33,10.00,,,,49.5,ug/L
WASH,6/6/2022 上午 11:50:31,1,002SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,[Hg],mercury,200,VIS,,,0.000,8.89,13.33,3.33,10.00,,,,57.3,
WASH,6/6/2022 上午 11:50:31,1,002SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Hg,mercury,201,209,,,0.000,1.11,0.00,3.33,0.00,,,,173.2,ug/L
WASH,6/6/2022 上午 11:50:31,1,002SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,[Hg],mercury,202,VIS,,,0.000,2.22,3.33,3.33,0.00,,,,86.6,
WASH,6/6/2022 上午 11:50:31,1,002SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Pb,lead,208,209,,,0.000,251.12,266.68,220.01,266.68,,,,10.7,ug/L
WASH,6/6/2022 上午 11:50:31,1,002SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Bi,bismuth,209,,,,0.000,316740.72,313349.29,315564.00,321308.86,,,,1.3,
WASH,6/6/2022 上午 11:50:31,1,002SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,2,Ge,germanium,72,,,,0.000,16788.63,16837.61,16694.07,16834.21,,,,0.5,
WASH,6/6/2022 上午 11:50:31,1,002SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,2,Se,selenium,78,72,,,0.000,2.22,0.00,3.33,3.33,,,,86.6,ug/L
WASH,6/6/2022 上午 11:50:31,1,002SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,2,In,indium,115,,,,0.000,279445.73,278364.75,280953.33,279019.10,,,,0.5,
WASH,6/6/2022 上午 11:50:31,1,002SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,2,Sn,tin,118,115,,,0.000,67.78,70.00,73.34,60.00,,,,10.2,ug/L
BLK,6/6/2022 上午 11:51:58,1,003SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Sc,scandium,45,,,,0.000,9331.22,9393.47,9333.46,9266.72,,,,0.7,
BLK,6/6/2022 上午 11:51:58,1,003SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Cr,chromium,52,72,,,0.000,616.70,666.71,616.70,566.70,,,,8.1,ug/L
BLK,6/6/2022 上午 11:51:58,1,003SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Mn,manganese,55,45,,,0.000,500.03,520.03,486.69,493.36,,,,3.5,ug/L
BLK,6/6/2022 上午 11:51:58,1,003SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Co,cobalt,59,45,,,0.000,46.67,33.33,60.00,46.67,,,,28.6,ug/L
BLK,6/6/2022 上午 11:51:58,1,003SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Ni,nickel,60,45,,,0.000,2954.88,3073.82,2903.74,2887.07,,,,3.5,ug/L
BLK,6/6/2022 上午 11:51:58,1,003SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Cu,copper,63,72,,,0.000,940.08,896.74,953.41,970.08,,,,4.1,ug/L
BLK,6/6/2022 上午 11:51:58,1,003SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Ge,germanium,72,,,,0.000,8370.62,8262.76,8302.82,8546.27,,,,1.8,
BLK,6/6/2022 上午 11:51:58,1,003SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,As,arsenic,75,72,,,0.000,11.11,3.33,10.00,20.00,,,,75.5,ug/L
BLK,6/6/2022 上午 11:51:58,1,003SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Cd,cadmium,111,115,,,0.000,3.33,3.33,3.33,3.33,,,,0.0,ug/L
BLK,6/6/2022 上午 11:51:58,1,003SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,In,indium,115,,,,0.000,83472.89,83428.15,82932.11,84058.41,,,,0.7,
BLK,6/6/2022 上午 11:51:58,1,003SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Sb,antimony,121,115,,,0.000,245.57,253.35,250.01,233.35,,,,4.4,ug/L
BLK,6/6/2022 上午 11:51:58,1,003SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Ba,barium,137,115,,,0.000,62.22,70.00,36.67,80.00,,,,36.5,ug/L
BLK,6/6/2022 上午 11:51:58,1,003SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,[Hg],mercury,200,VIS,,,0.000,32.22,36.67,30.00,30.00,,,,12.0,
BLK,6/6/2022 上午 11:51:58,1,003SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Hg,mercury,201,209,,,0.000,12.22,16.67,6.67,13.33,,,,41.7,ug/L
BLK,6/6/2022 上午 11:51:58,1,003SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,[Hg],mercury,202,VIS,,,0.000,31.11,30.00,40.00,23.33,,,,27.0,
BLK,6/6/2022 上午 11:51:58,1,003SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Pb,lead,208,209,,,0.000,1351.24,1330.12,1430.14,1293.45,,,,5.2,ug/L
BLK,6/6/2022 上午 11:51:58,1,003SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Bi,bismuth,209,,,,0.000,449250.44,531770.23,423108.85,392872.23,,,,16.3,
BLK,6/6/2022 上午 11:51:58,1,003SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,2,Ge,germanium,72,,,,0.000,13922.01,14267.98,13393.68,14104.36,,,,3.3,
BLK,6/6/2022 上午 11:51:58,1,003SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,2,Se,selenium,78,72,,,0.000,2.22,3.33,0.00,3.33,,,,86.6,ug/L
BLK,6/6/2022 上午 11:51:58,1,003SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,2,In,indium,115,,,,0.000,229906.11,227549.29,231458.34,230710.71,,,,0.9,
BLK,6/6/2022 上午 11:51:58,1,003SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,2,Sn,tin,118,115,,,0.000,716.71,783.39,713.38,653.37,,,,9.1,ug/L
BLK,6/6/2022 上午 11:53:29,1,004SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Sc,scandium,45,,,,0.000,9558.08,9640.33,9863.89,9170.03,,,,3.7,
BLK,6/6/2022 上午 11:53:29,1,004SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Cr,chromium,52,72,,,0.000,623.37,560.03,700.04,610.03,,,,11.4,ug/L
BLK,6/6/2022 上午 11:53:29,1,004SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Mn,manganese,55,45,,,0.000,511.14,453.36,506.70,573.37,,,,11.8,ug/L
BLK,6/6/2022 上午 11:53:29,1,004SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Co,cobalt,59,45,,,0.000,43.34,46.67,53.34,30.00,,,,27.7,ug/L
BLK,6/6/2022 上午 11:53:29,1,004SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Ni,nickel,60,45,,,0.000,2618.12,2733.70,2773.72,2346.95,,,,9.0,ug/L
BLK,6/6/2022 上午 11:53:29,1,004SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Cu,copper,63,72,,,0.000,985.63,1010.07,943.40,1003.41,,,,3.7,ug/L
BLK,6/6/2022 上午 11:53:29,1,004SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Ge,germanium,72,,,,0.000,8535.21,8399.58,8502.94,8703.10,,,,1.8,
BLK,6/6/2022 上午 11:53:29,1,004SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,As,arsenic,75,72,,,0.000,4.44,3.33,6.67,3.33,,,,43.4,ug/L
BLK,6/6/2022 上午 11:53:29,1,004SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Cd,cadmium,111,115,,,0.000,4.44,3.33,3.33,6.67,,,,43.4,ug/L
BLK,6/6/2022 上午 11:53:29,1,004SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,In,indium,115,,,,0.000,86419.47,85678.92,87376.55,86202.94,,,,1.0,
BLK,6/6/2022 上午 11:53:29,1,004SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Sb,antimony,121,115,,,0.000,247.79,280.01,180.01,283.35,,,,23.7,ug/L
BLK,6/6/2022 上午 11:53:29,1,004SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Ba,barium,137,115,,,0.000,75.56,73.34,96.67,56.67,,,,26.6,ug/L
BLK,6/6/2022 上午 11:53:29,1,004SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,[Hg],mercury,200,VIS,,,0.000,20.00,16.67,23.33,20.00,,,,16.7,
BLK,6/6/2022 上午 11:53:29,1,004SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Hg,mercury,201,209,,,0.000,12.22,16.67,6.67,13.33,,,,41.7,ug/L
BLK,6/6/2022 上午 11:53:29,1,004SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,[Hg],mercury,202,VIS,,,0.000,14.45,20.00,16.67,6.67,,,,48.0,
BLK,6/6/2022 上午 11:53:29,1,004SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Pb,lead,208,209,,,0.000,1250.11,1360.12,1240.11,1150.10,,,,8.4,ug/L
BLK,6/6/2022 上午 11:53:29,1,004SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Bi,bismuth,209,,,,0.000,361218.26,371726.74,358663.30,353264.75,,,,2.6,
BLK,6/6/2022 上午 11:53:29,1,004SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,2,Ge,germanium,72,,,,0.000,14120.00,13984.37,14371.37,14004.27,,,,1.5,
BLK,6/6/2022 上午 11:53:29,1,004SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,2,Se,selenium,78,72,,,0.000,0.00,0.00,0.00,0.00,,,,0.0,ug/L
BLK,6/6/2022 上午 11:53:29,1,004SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,2,In,indium,115,,,,0.000,233567.73,231911.94,234733.85,234057.41,,,,0.6,
BLK,6/6/2022 上午 11:53:29,1,004SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,2,Sn,tin,118,115,,,0.000,563.37,603.37,510.03,576.71,,,,8.5,ug/L
BLK,6/6/2022 上午 11:54:56,1,005SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Sc,scandium,45,,,,0.000,9337.93,9423.51,9220.07,9370.20,,,,1.1,
BLK,6/6/2022 上午 11:54:56,1,005SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Cr,chromium,52,72,,,0.000,607.81,573.37,576.70,673.37,,,,9.3,ug/L
BLK,6/6/2022 上午 11:54:56,1,005SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Mn,manganese,55,45,,,0.000,481.14,513.36,500.03,430.02,,,,9.3,ug/L
BLK,6/6/2022 上午 11:54:56,1,005SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Co,cobalt,59,45,,,0.000,36.66,23.33,43.33,43.33,,,,31.5,ug/L
BLK,6/6/2022 上午 11:54:56,1,005SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Ni,nickel,60,45,,,0.000,2356.96,2393.64,2390.31,2286.93,,,,2.6,ug/L
BLK,6/6/2022 上午 11:54:56,1,005SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Cu,copper,63,72,,,0.000,940.07,900.06,986.74,933.41,,,,4.7,ug/L
BLK,6/6/2022 上午 11:54:56,1,005SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Ge,germanium,72,,,,0.000,8568.57,8249.49,8566.33,8889.89,,,,3.7,
BLK,6/6/2022 上午 11:54:56,1,005SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,As,arsenic,75,72,,,0.000,7.78,3.33,16.67,3.33,,,,99.0,ug/L
BLK,6/6/2022 上午 11:54:56,1,005SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Cd,cadmium,111,115,,,0.000,10.00,20.00,3.33,6.67,,,,88.2,ug/L
BLK,6/6/2022 上午 11:54:56,1,005SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,In,indium,115,,,,0.000,87050.42,87313.24,87151.81,86686.21,,,,0.4,
BLK,6/6/2022 上午 11:54:56,1,005SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Sb,antimony,121,115,,,0.000,226.68,286.68,210.01,183.34,,,,23.7,ug/L
BLK,6/6/2022 上午 11:54:56,1,005SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Ba,barium,137,115,,,0.000,64.45,40.00,86.67,66.67,,,,36.3,ug/L
BLK,6/6/2022 上午 11:54:56,1,005SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,[Hg],mercury,200,VIS,,,0.000,8.89,10.00,0.00,16.67,,,,94.4,
BLK,6/6/2022 上午 11:54:56,1,005SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Hg,mercury,201,209,,,0.000,14.44,10.00,23.33,10.00,,,,53.3,ug/L
BLK,6/6/2022 上午 11:54:56,1,005SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,[Hg],mercury,202,VIS,,,0.000,26.66,13.33,33.33,33.33,,,,43.3,
BLK,6/6/2022 上午 11:54:56,1,005SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Pb,lead,208,209,,,0.000,1220.11,1266.78,1163.44,1230.11,,,,4.3,ug/L
BLK,6/6/2022 上午 11:54:56,1,005SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Bi,bismuth,209,,,,0.000,350662.52,356561.40,351596.53,343829.64,,,,1.8,
BLK,6/6/2022 上午 11:54:56,1,005SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,2,Ge,germanium,72,,,,0.000,14414.77,14738.41,14131.07,14374.82,,,,2.1,
BLK,6/6/2022 上午 11:54:56,1,005SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,2,Se,selenium,78,72,,,0.000,0.00,0.00,0.00,0.00,,,,0.0,ug/L
BLK,6/6/2022 上午 11:54:56,1,005SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,2,In,indium,115,,,,0.000,235662.85,237921.81,233176.01,235890.73,,,,1.0,
BLK,6/6/2022 上午 11:54:56,1,005SMPL.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,2,Sn,tin,118,115,,,0.000,481.14,486.69,466.69,490.03,,,,2.6,ug/L
ECO STD BLK,6/6/2022 上午 11:56:23,1,006CALB.d,20220606-1 EN 16711-2.b,D:\DATA\2022\Jun,ICPMS,N8422A,,1.0,1.0,1,1,Sc,scandium,45,,,,0.000,9493.57,9363.48,9510.26,9606.98,,,,1.3,
