标签,类型,元素,元素标签,浓度,单位,强度,重复项
STD BLK,空白,Al 396.152,Al,0,mg/L,1250.4,3
STD BLK,空白,Al 394.401,Al(ref),0,mg/L,842.92,3
STD BLK,空白,Al 396.152,Al(ref),0,mg/L,1250.4,3
STD BLK,空白,As 188.980,As,0,mg/L,23.441,3
STD BLK,空白,As 188.980,As(ref),0,mg/L,23.441,3
STD BLK,空白,As 193.696,As(ref),0,mg/L,30.832,3
STD BLK,空白,As 197.198,As(ref),0,mg/L,15.946,3
STD BLK,空白,As 234.984,As(ref),0,mg/L,75.519,3
STD BLK,空白,B 208.956,B,0,mg/L,54.264,3
STD BLK,空白,B 208.956,B(ref),0,mg/L,54.264,3
STD BLK,空白,B 249.678,B(ref),0,mg/L,367.63,3
STD BLK,空白,B 249.772,B(ref),0,mg/L,643.48,3
STD BLK,空白,Ba 233.527,Ba,0,mg/L,171.14,3
STD BLK,空白,Ba 230.424,Ba(ref),0,mg/L,120.55,3
STD BLK,空白,Ba 233.527,Ba(ref),0,mg/L,171.14,3
STD BLK,空白,Ba 493.408,Ba(ref),0,mg/L,3623,3
STD BLK,空白,Ba 614.171,Ba(ref),0,mg/L,5787.1,3
STD BLK,空白,Ca 396.847,Ca,--,mg/L,-,3
STD BLK,空白,Ca 317.933,Ca(ref),0,mg/L,22234,3
STD BLK,空白,Ca 393.366,Ca(ref),0,mg/L,1740300,3
STD BLK,空白,Ca 396.847,Ca(ref),0,mg/L,2604500,3
STD BLK,空白,Ca 422.673,Ca(ref),0,mg/L,64664,3
STD BLK,空白,Cd 228.802,Cd,0,mg/L,53.556,3
STD BLK,空白,Cd 214.439,Cd(ref),0,mg/L,14.715,3
STD BLK,空白,Cd 226.502,Cd(ref),0,mg/L,22.492,3
STD BLK,空白,Cd 228.802,Cd(ref),0,mg/L,53.556,3
STD BLK,空白,Cd 326.105,Cd(ref),0,mg/L,208.87,3
STD BLK,空白,Cd 508.582,Cd(ref),0,mg/L,47.346,3
STD BLK,空白,Co 237.863,Co,0,mg/L,37.113,3
STD BLK,空白,Co 228.615,Co(ref),0,mg/L,37.825,3
STD BLK,空白,Co 230.786,Co(ref),0,mg/L,16.284,3
STD BLK,空白,Co 237.863,Co(ref),0,mg/L,37.113,3
STD BLK,空白,Cr 267.716,Cr,0,mg/L,368.52,3
STD BLK,空白,Cr 205.560,Cr(ref),0,mg/L,70.33,3
STD BLK,空白,Cr 206.158,Cr(ref),0,mg/L,16.55,3
STD BLK,空白,Cr 267.716,Cr(ref),0,mg/L,368.52,3
STD BLK,空白,Cu 327.395,Cu,--,mg/L,-,3
STD BLK,空白,Cu 213.598,Cu(ref),0,mg/L,9528,3
STD BLK,空白,Cu 324.754,Cu(ref),0,mg/L,70521,3
STD BLK,空白,Cu 327.395,Cu(ref),0,mg/L,58183,3
STD BLK,空白,Fe 238.204,Fe,--,mg/L,-,3
STD BLK,空白,Fe 234.350,Fe(ref),0,mg/L,2352.6,3
STD BLK,空白,Fe 238.204,Fe(ref),0,mg/L,4974.8,3
STD BLK,空白,Fe 259.940,Fe(ref),0,mg/L,2515.7,3
STD BLK,空白,Hg 184.887,Hg,0,mg/L,21.781,3
STD BLK,空白,Hg 184.887,Hg(ref),0,mg/L,21.781,3
STD BLK,空白,Hg 194.164,Hg(ref),0,mg/L,16.291,3
STD BLK,空白,Hg 253.652,Hg(ref),0,mg/L,10.242,3
STD BLK,空白,K 766.491,K,--,mg/L,-,3
STD BLK,空白,K 404.414,K(ref),0,mg/L,-657.74,3
STD BLK,空白,K 404.721,K(ref),0,mg/L,17.754,3
STD BLK,空白,K 693.876,K(ref),0,mg/L,15087,3
STD BLK,空白,K 766.491,K(ref),0,mg/L,9605.7,3
STD BLK,空白,K 769.897,K(ref),0,mg/L,40699,3
STD BLK,空白,Mg 279.553,Mg,0,mg/L,62838,3
STD BLK,空白,Mg 279.553,Mg(ref),0,mg/L,62838,3
STD BLK,空白,Mg 279.800,Mg(ref),0,mg/L,258.98,3
STD BLK,空白,Mg 280.270,Mg(ref),0,mg/L,14639,3
STD BLK,空白,Mg 285.213,Mg(ref),0,mg/L,2194.7,3
STD BLK,空白,Mn 257.610,Mn,0,mg/L,7798.6,3
STD BLK,空白,Mn 257.610,Mn(ref),0,mg/L,7798.6,3
STD BLK,空白,Mn 259.372,Mn(ref),0,mg/L,3639.2,3
STD BLK,空白,Mn 260.568,Mn(ref),0,mg/L,720.03,3
STD BLK,空白,Mo 201.512,Mo,0,mg/L,90.533,3
STD BLK,空白,Mo 201.512,Mo(ref),0,mg/L,90.533,3
STD BLK,空白,Mo 202.032,Mo(ref),0,mg/L,248.93,3
STD BLK,空白,Mo 204.598,Mo(ref),0,mg/L,159.86,3
STD BLK,空白,Na 589.592,Na,0,mg/L,113470,3
STD BLK,空白,Na 568.263,Na(ref),0,mg/L,15965,3
STD BLK,空白,Na 568.821,Na(ref),0,mg/L,333.43,3
STD BLK,空白,Na 588.995,Na(ref),0,mg/L,252320,3
STD BLK,空白,Na 589.592,Na(ref),0,mg/L,113470,3
STD BLK,空白,Ni 231.604,Ni,0,mg/L,48.961,3
STD BLK,空白,Ni 216.555,Ni(ref),0,mg/L,67.603,3
STD BLK,空白,Ni 221.648,Ni(ref),0,mg/L,18.861,3
STD BLK,空白,Ni 231.604,Ni(ref),0,mg/L,48.961,3
STD BLK,空白,Pb 220.353,Pb,0,mg/L,2.5162,3
STD BLK,空白,Pb 220.353,Pb,0,mg/L,17.383,3
STD BLK,空白,Pb 182.143,Pb(ref),--,mg/L,-,3
STD BLK,空白,Pb 217.000,Pb(ref),0,mg/L,10.671,3
STD BLK,空白,Pb 220.353,Pb(ref),0,mg/L,2.5162,3
STD BLK,空白,Pb 261.417,Pb(ref),0,mg/L,19.032,3
STD BLK,空白,Pb 283.305,Pb(ref),0,mg/L,5.8683,3
STD BLK,空白,Pb 363.957,Pb(ref),--,mg/L,-,3
STD BLK,空白,Pb 405.781,Pb(ref),0,mg/L,-5.0391,3
STD BLK,空白,Sb 206.834,Sb,0,mg/L,20.343,3
STD BLK,空白,Sb 206.834,Sb(ref),0,mg/L,20.343,3
STD BLK,空白,Sb 217.582,Sb(ref),0,mg/L,10.756,3
STD BLK,空白,Sb 231.146,Sb(ref),0,mg/L,16.16,3
STD BLK,空白,Sc 255.235,Sc,1,比值,1561.16,3
STD BLK,空白,Sc 335.372,Sc,1,比值,13145.79,3
STD BLK,空白,Sc 361.383,Sc,1,比值,16827.75,3
STD BLK,空白,Se 196.026,Se,--,mg/L,-,3
STD BLK,空白,Se 196.026,Se(ref),--,mg/L,-,3
STD BLK,空白,Se 203.985,Se(ref),--,mg/L,-,3
STD BLK,空白,Sn 189.925,Sn,0,mg/L,47.936,3
STD BLK,空白,Sn 189.925,Sn(ref),0,mg/L,47.936,3
STD BLK,空白,Sn 235.485,Sn(ref),--,mg/L,-,3
STD BLK,空白,Sn 283.998,Sn(ref),0,mg/L,87.079,3
STD BLK,空白,Sr 407.771,Sr,0,mg/L,17879,3
STD BLK,空白,Sr 407.771,Sr(ref),0,mg/L,17879,3
STD BLK,空白,Sr 421.552,Sr(ref),0,mg/L,7239.9,3
STD BLK,空白,Sr 460.733,Sr(ref),0,mg/L,512.39,3
STD BLK,空白,Ti 336.122,Ti,0,mg/L,2655.6,3
STD BLK,空白,Ti 334.941,Ti(ref),0,mg/L,3163.9,3
STD BLK,空白,Ti 336.122,Ti(ref),0,mg/L,2655.6,3
STD BLK,空白,Ti 337.280,Ti(ref),0,mg/L,607.22,3
STD BLK,空白,Y 324.228,Y,1,比值,132690,3
STD BLK,空白,Y 360.074,Y,1,比值,240810,3
STD BLK,空白,Y 371.029,Y,1,比值,162320,3
STD BLK,空白,Zn 202.548,Zn,--,mg/L,-,3
STD BLK,空白,Zn 202.548,Zn(ref),--,mg/L,-,3
STD BLK,空白,Zn 206.200,Zn(ref),--,mg/L,-,3
STD BLK,空白,Zr 339.198,Zr,0,mg/L,400.69,3
STD BLK,空白,Zr 339.198,Zr(ref),0,mg/L,400.69,3
STD BLK,空白,Zr 343.823,Zr(ref),0,mg/L,568.5,3
STD BLK,空白,Zr 349.619,Zr(ref),0,mg/L,14337,3
STD 0.04,标样,Al 396.152,Al,0.04,mg/L,4734.8,3
STD 0.04,标样,Al 394.401,Al(ref),0.04,mg/L,1869.1,3
STD 0.04,标样,Al 396.152,Al(ref),0.04,mg/L,4715.4,3
STD 0.04,标样,As 188.980,As,0.04,mg/L,57.042,3
STD 0.04,标样,As 188.980,As(ref),0.04,mg/L,56.838,3
STD 0.04,标样,As 193.696,As(ref),0.04,mg/L,48.219,3
STD 0.04,标样,As 197.198,As(ref),0.04,mg/L,28.566,3
STD 0.04,标样,As 234.984,As(ref),0.04,mg/L,87.166,3
STD 0.04,标样,B 208.956,B,0.04,mg/L,171.46,3
STD 0.04,标样,B 208.956,B(ref),0.04,mg/L,170.85,3
STD 0.04,标样,B 249.678,B(ref),0.04,mg/L,1540.3,3
STD 0.04,标样,B 249.772,B(ref),0.04,mg/L,2981.9,3
STD 0.04,标样,Ba 233.527,Ba,0.04,mg/L,3671.5,3
STD 0.04,标样,Ba 230.424,Ba(ref),0.04,mg/L,2448.5,3
STD 0.04,标样,Ba 233.527,Ba(ref),0.04,mg/L,3657.6,3
STD 0.04,标样,Ba 493.408,Ba(ref),0.04,mg/L,86295,3
STD 0.04,标样,Ba 614.171,Ba(ref),0.04,mg/L,58711,3
STD 0.04,标样,Ca 396.847,Ca,--,mg/L,-,3
STD 0.04,标样,Ca 317.933,Ca(ref),0.04,mg/L,17181,3
STD 0.04,标样,Ca 393.366,Ca(ref),0.04,mg/L,1299100,3
STD 0.04,标样,Ca 396.847,Ca(ref),0.04,mg/L,1925900,3
STD 0.04,标样,Ca 422.673,Ca(ref),0.04,mg/L,48130,3
STD 0.04,标样,Cd 228.802,Cd,0.04,mg/L,1320.8,3
STD 0.04,标样,Cd 214.439,Cd(ref),0.04,mg/L,1219.5,3
STD 0.04,标样,Cd 226.502,Cd(ref),0.04,mg/L,1522.4,3
STD 0.04,标样,Cd 228.802,Cd(ref),0.04,mg/L,1315.7,3
STD 0.04,标样,Cd 326.105,Cd(ref),0.04,mg/L,267.07,3
STD 0.04,标样,Cd 508.582,Cd(ref),0.04,mg/L,113.76,3
STD 0.04,标样,Co 237.863,Co,0.04,mg/L,495.44,3
STD 0.04,标样,Co 228.615,Co(ref),0.04,mg/L,802.6,3
STD 0.04,标样,Co 230.786,Co(ref),0.04,mg/L,522.75,3
STD 0.04,标样,Co 237.863,Co(ref),0.04,mg/L,493.53,3
STD 0.04,标样,Cr 267.716,Cr,0.04,mg/L,1825.2,3
STD 0.04,标样,Cr 205.560,Cr(ref),0.04,mg/L,362.05,3
STD 0.04,标样,Cr 206.158,Cr(ref),0.04,mg/L,105.79,3
STD 0.04,标样,Cr 267.716,Cr(ref),0.04,mg/L,1817.6,3
STD 0.04,标样,Cu 327.395,Cu,--,mg/L,-,3
STD 0.04,标样,Cu 213.598,Cu(ref),0.04,mg/L,1938,3
STD 0.04,标样,Cu 324.754,Cu(ref),0.04,mg/L,14610,3
STD 0.04,标样,Cu 327.395,Cu(ref),0.04,mg/L,11797,3
STD 0.04,标样,Fe 238.204,Fe,--,mg/L,-,3
STD 0.04,标样,Fe 234.350,Fe(ref),0.04,mg/L,8300.8,3
STD 0.04,标样,Fe 238.204,Fe(ref),0.04,mg/L,17768,3
STD 0.04,标样,Fe 259.940,Fe(ref),0.04,mg/L,8852,3
STD 0.04,标样,Hg 184.887,Hg,0.04,mg/L,91.474,3
STD 0.04,标样,Hg 184.887,Hg(ref),0.04,mg/L,91.152,3
STD 0.04,标样,Hg 194.164,Hg(ref),0.04,mg/L,154.53,3
STD 0.04,标样,Hg 253.652,Hg(ref),0.04,mg/L,155.73,3
STD 0.04,标样,K 766.491,K,0.04,mg/L,6643.6,3
STD 0.04,标样,K 404.414,K(ref),0.04,mg/L,-918.69,3
STD 0.04,标样,K 404.721,K(ref),0.04,mg/L,22.886,3
STD 0.04,标样,K 693.876,K(ref),0.04,mg/L,15674,3
STD 0.04,标样,K 766.491,K(ref),0.04,mg/L,6618.1,3
STD 0.04,标样,K 769.897,K(ref),0.04,mg/L,39097,3
STD 0.04,标样,Mg 279.553,Mg,0.04,mg/L,65664,3
STD 0.04,标样,Mg 279.553,Mg(ref),0.04,mg/L,65417,3
STD 0.04,标样,Mg 279.800,Mg(ref),0.04,mg/L,260.67,3
STD 0.04,标样,Mg 280.270,Mg(ref),0.04,mg/L,15360,3
STD 0.04,标样,Mg 285.213,Mg(ref),0.04,mg/L,2296.2,3
STD 0.04,标样,Mn 257.610,Mn,--,mg/L,-,3
STD 0.04,标样,Mn 257.610,Mn(ref),0.04,mg/L,10438,3
STD 0.04,标样,Mn 259.372,Mn(ref),0.04,mg/L,4942.9,3
STD 0.04,标样,Mn 260.568,Mn(ref),0.04,mg/L,950.27,3
STD 0.04,标样,Mo 201.512,Mo,0.04,mg/L,127.55,3
STD 0.04,标样,Mo 201.512,Mo(ref),0.04,mg/L,127.07,3
STD 0.04,标样,Mo 202.032,Mo(ref),0.04,mg/L,343.33,3
STD 0.04,标样,Mo 204.598,Mo(ref),0.04,mg/L,205.97,3
STD 0.04,标样,Na 589.592,Na,0.4,mg/L,149320,3
STD 0.04,标样,Na 568.263,Na(ref),0.4,mg/L,16300,3
STD 0.04,标样,Na 568.821,Na(ref),0.4,mg/L,431.72,3
STD 0.04,标样,Na 588.995,Na(ref),0.4,mg/L,320010,3
STD 0.04,标样,Na 589.592,Na(ref),0.4,mg/L,148740,3
STD 0.04,标样,Ni 231.604,Ni,0.04,mg/L,241.37,3
STD 0.04,标样,Ni 216.555,Ni(ref),0.04,mg/L,336.98,3
STD 0.04,标样,Ni 221.648,Ni(ref),0.04,mg/L,116.56,3
STD 0.04,标样,Ni 231.604,Ni(ref),0.04,mg/L,241.37,3
STD 0.04,标样,Pb 220.353,Pb,0.04,mg/L,109.84,3
STD 0.04,标样,Pb 220.353,Pb,0.04,mg/L,103.81,3
STD 0.04,标样,Pb 182.143,Pb(ref),0.04,mg/L,35.375,3
STD 0.04,标样,Pb 217.000,Pb(ref),0.04,mg/L,41.879,3
STD 0.04,标样,Pb 220.353,Pb(ref),0.04,mg/L,109.4,3
STD 0.04,标样,Pb 261.417,Pb(ref),0.04,mg/L,47.512,3
STD 0.04,标样,Pb 283.305,Pb(ref),0.04,mg/L,91.056,3
STD 0.04,标样,Pb 363.957,Pb(ref),--,mg/L,-,3
STD 0.04,标样,Pb 405.781,Pb(ref),0.04,mg/L,126.63,3
STD 0.04,标样,Sb 206.834,Sb,0.04,mg/L,92.3,3
STD 0.04,标样,Sb 206.834,Sb(ref),0.04,mg/L,92.056,3
STD 0.04,标样,Sb 217.582,Sb(ref),0.04,mg/L,50.337,3
STD 0.04,标样,Sb 231.146,Sb(ref),0.04,mg/L,47.295,3
STD 0.04,标样,Sc 255.235,Sc,1.03,比值,1613.24,3
STD 0.04,标样,Sc 335.372,Sc,1.03,比值,13547.77,3
STD 0.04,标样,Sc 361.383,Sc,1.01,比值,17047.35,3
STD 0.04,标样,Se 196.026,Se,0.04,mg/L,44.741,3
STD 0.04,标样,Se 196.026,Se(ref),0.04,mg/L,44.42,3
STD 0.04,标样,Se 203.985,Se(ref),0.04,mg/L,23.19,3
STD 0.04,标样,Sn 189.925,Sn,0.04,mg/L,123.66,3
STD 0.04,标样,Sn 189.925,Sn(ref),0.04,mg/L,123.23,3
STD 0.04,标样,Sn 235.485,Sn(ref),--,mg/L,-,3
STD 0.04,标样,Sn 283.998,Sn(ref),0.04,mg/L,229.99,3
STD 0.04,标样,Sr 407.771,Sr,0.04,mg/L,255660,3
STD 0.04,标样,Sr 407.771,Sr(ref),0.04,mg/L,254680,3
STD 0.04,标样,Sr 421.552,Sr(ref),0.04,mg/L,104260,3
STD 0.04,标样,Sr 460.733,Sr(ref),0.04,mg/L,5606.9,3
STD 0.04,标样,Ti 336.122,Ti,0.04,mg/L,7064.8,3
STD 0.04,标样,Ti 334.941,Ti(ref),0.04,mg/L,11968,3
STD 0.04,标样,Ti 336.122,Ti(ref),0.04,mg/L,7037.4,3
STD 0.04,标样,Ti 337.280,Ti(ref),0.04,mg/L,2080.6,3
STD 0.04,标样,Y 324.228,Y,0.99228,比值,131670,3
STD 0.04,标样,Y 360.074,Y,0.99618,比值,239890,3
STD 0.04,标样,Y 371.029,Y,0.99212,比值,161040,3
STD 0.04,标样,Zn 202.548,Zn,--,mg/L,-,3
STD 0.04,标样,Zn 202.548,Zn(ref),--,mg/L,-,3
STD 0.04,标样,Zn 206.200,Zn(ref),--,mg/L,-,3
STD 0.04,标样,Zr 339.198,Zr,0.04,mg/L,2387.3,3
STD 0.04,标样,Zr 339.198,Zr(ref),0.04,mg/L,2378.5,3
STD 0.04,标样,Zr 343.823,Zr(ref),0.04,mg/L,2732.4,3
STD 0.04,标样,Zr 349.619,Zr(ref),0.04,mg/L,17005,3
STD 0.05,标样,Al 396.152,Al,0.05,mg/L,5128.7,3
STD 0.05,标样,Al 394.401,Al(ref),0.05,mg/L,1978.4,3
STD 0.05,标样,Al 396.152,Al(ref),0.05,mg/L,5154,3
STD 0.05,标样,As 188.980,As,0.05,mg/L,71.598,3
STD 0.05,标样,As 188.980,As(ref),0.05,mg/L,71.803,3
STD 0.05,标样,As 193.696,As(ref),0.05,mg/L,67.094,3
STD 0.05,标样,As 197.198,As(ref),0.05,mg/L,24.686,3
STD 0.05,标样,As 234.984,As(ref),0.05,mg/L,85.027,3
STD 0.05,标样,B 208.956,B,0.05,mg/L,196.15,3
STD 0.05,标样,B 208.956,B(ref),0.05,mg/L,197,3
STD 0.05,标样,B 249.678,B(ref),0.05,mg/L,1759.4,3
STD 0.05,标样,B 249.772,B(ref),0.05,mg/L,3387.4,3
STD 0.05,标样,Ba 233.527,Ba,0.05,mg/L,4563.6,3
STD 0.05,标样,Ba 230.424,Ba(ref),0.05,mg/L,3055.7,3
STD 0.05,标样,Ba 233.527,Ba(ref),0.05,mg/L,4587.3,3
STD 0.05,标样,Ba 493.408,Ba(ref),0.05,mg/L,108270,3
STD 0.05,标样,Ba 614.171,Ba(ref),0.05,mg/L,74580,3
STD 0.05,标样,Ca 396.847,Ca,--,mg/L,-,3
STD 0.05,标样,Ca 317.933,Ca(ref),0.05,mg/L,18306,3
STD 0.05,标样,Ca 393.366,Ca(ref),0.05,mg/L,1389500,3
STD 0.05,标样,Ca 396.847,Ca(ref),0.05,mg/L,2067300,3
STD 0.05,标样,Ca 422.673,Ca(ref),0.05,mg/L,52032,3
STD 0.05,标样,Cd 228.802,Cd,0.05,mg/L,1650.9,3
STD 0.05,标样,Cd 214.439,Cd(ref),0.05,mg/L,1507.5,3
STD 0.05,标样,Cd 226.502,Cd(ref),0.05,mg/L,1907.3,3
STD 0.05,标样,Cd 228.802,Cd(ref),0.05,mg/L,1659.6,3
STD 0.05,标样,Cd 326.105,Cd(ref),0.05,mg/L,276.02,3
STD 0.05,标样,Cd 508.582,Cd(ref),0.05,mg/L,148.88,3
STD 0.05,标样,Co 237.863,Co,0.05,mg/L,603.86,3
STD 0.05,标样,Co 228.615,Co(ref),0.05,mg/L,987.99,3
STD 0.05,标样,Co 230.786,Co(ref),0.05,mg/L,643.35,3
STD 0.05,标样,Co 237.863,Co(ref),0.05,mg/L,606.99,3
STD 0.05,标样,Cr 267.716,Cr,0.05,mg/L,2402.8,3
STD 0.05,标样,Cr 205.560,Cr(ref),0.05,mg/L,471.92,3
STD 0.05,标样,Cr 206.158,Cr(ref),0.05,mg/L,150.43,3
STD 0.05,标样,Cr 267.716,Cr(ref),0.05,mg/L,2414.2,3
STD 0.05,标样,Cu 327.395,Cu,0.05,mg/L,4027,3
STD 0.05,标样,Cu 213.598,Cu(ref),0.05,mg/L,652.19,3
STD 0.05,标样,Cu 324.754,Cu(ref),0.05,mg/L,5328.4,3
STD 0.05,标样,Cu 327.395,Cu(ref),0.05,mg/L,4048.1,3
STD 0.05,标样,Fe 238.204,Fe,--,mg/L,-,3
STD 0.05,标样,Fe 234.350,Fe(ref),0.05,mg/L,7411.2,3
STD 0.05,标样,Fe 238.204,Fe(ref),0.05,mg/L,15829,3
STD 0.05,标样,Fe 259.940,Fe(ref),0.05,mg/L,7881.1,3
STD 0.05,标样,Hg 184.887,Hg,0.05,mg/L,104.09,3
STD 0.05,标样,Hg 184.887,Hg(ref),0.05,mg/L,104.58,3
STD 0.05,标样,Hg 194.164,Hg(ref),0.05,mg/L,187.33,3
STD 0.05,标样,Hg 253.652,Hg(ref),0.05,mg/L,204,3
STD 0.05,标样,K 766.491,K,0.05,mg/L,7994.5,3
STD 0.05,标样,K 404.414,K(ref),0.05,mg/L,-5137,3
STD 0.05,标样,K 404.721,K(ref),0.05,mg/L,-10.908,3
STD 0.05,标样,K 693.876,K(ref),0.05,mg/L,15832,3
STD 0.05,标样,K 766.491,K(ref),0.05,mg/L,8034.6,3
STD 0.05,标样,K 769.897,K(ref),0.05,mg/L,39953,3
STD 0.05,标样,Mg 279.553,Mg,0.05,mg/L,84651,3
STD 0.05,标样,Mg 279.553,Mg(ref),0.05,mg/L,85090,3
STD 0.05,标样,Mg 279.800,Mg(ref),0.05,mg/L,337.9,3
STD 0.05,标样,Mg 280.270,Mg(ref),0.05,mg/L,19835,3
STD 0.05,标样,Mg 285.213,Mg(ref),0.05,mg/L,2972.1,3
STD 0.05,标样,Mn 257.610,Mn,--,mg/L,-,3
STD 0.05,标样,Mn 257.610,Mn(ref),0.05,mg/L,10898,3
STD 0.05,标样,Mn 259.372,Mn(ref),0.05,mg/L,5122.3,3
STD 0.05,标样,Mn 260.568,Mn(ref),0.05,mg/L,1002.3,3
STD 0.05,标样,Mo 201.512,Mo,0.05,mg/L,150.55,3
STD 0.05,标样,Mo 201.512,Mo(ref),0.05,mg/L,151.25,3
STD 0.05,标样,Mo 202.032,Mo(ref),0.05,mg/L,410.21,3
STD 0.05,标样,Mo 204.598,Mo(ref),0.05,mg/L,252.69,3
STD 0.05,标样,Na 589.592,Na,0.5,mg/L,186420,3
STD 0.05,标样,Na 568.263,Na(ref),0.5,mg/L,16068,3
STD 0.05,标样,Na 568.821,Na(ref),0.5,mg/L,552.37,3
STD 0.05,标样,Na 588.995,Na(ref),0.5,mg/L,388200,3
STD 0.05,标样,Na 589.592,Na(ref),0.5,mg/L,187370,3
STD 0.05,标样,Ni 231.604,Ni,0.05,mg/L,267.57,3
STD 0.05,标样,Ni 216.555,Ni(ref),0.05,mg/L,385.92,3
STD 0.05,标样,Ni 221.648,Ni(ref),0.05,mg/L,117.99,3
STD 0.05,标样,Ni 231.604,Ni(ref),0.05,mg/L,267.57,3
STD 0.05,标样,Pb 220.353,Pb,0.05,mg/L,132.06,3
STD 0.05,标样,Pb 220.353,Pb,0.05,mg/L,124.19,3
STD 0.05,标样,Pb 182.143,Pb(ref),0.05,mg/L,36.182,3
STD 0.05,标样,Pb 217.000,Pb(ref),0.05,mg/L,36.772,3
STD 0.05,标样,Pb 220.353,Pb(ref),0.05,mg/L,132.92,3
STD 0.05,标样,Pb 261.417,Pb(ref),0.05,mg/L,46.094,3
STD 0.05,标样,Pb 283.305,Pb(ref),0.05,mg/L,92.522,3
STD 0.05,标样,Pb 363.957,Pb(ref),--,mg/L,-,3
STD 0.05,标样,Pb 405.781,Pb(ref),0.05,mg/L,134.1,3
STD 0.05,标样,Sb 206.834,Sb,0.05,mg/L,123.64,3
STD 0.05,标样,Sb 206.834,Sb(ref),0.05,mg/L,124.18,3
STD 0.05,标样,Sb 217.582,Sb(ref),0.05,mg/L,54.745,3
STD 0.05,标样,Sb 231.146,Sb(ref),0.05,mg/L,54.52,3
STD 0.05,标样,Sc 255.235,Sc,0.95,比值,1486.05,3
STD 0.05,标样,Sc 335.372,Sc,0.95,比值,12537.93,3
STD 0.05,标样,Sc 361.383,Sc,0.94,比值,15802.56,3
STD 0.05,标样,Se 196.026,Se,0.05,mg/L,46.804,3
STD 0.05,标样,Se 196.026,Se(ref),0.05,mg/L,46.983,3
STD 0.05,标样,Se 203.985,Se(ref),0.05,mg/L,37.122,3
STD 0.05,标样,Sn 189.925,Sn,0.05,mg/L,128.19,3
STD 0.05,标样,Sn 189.925,Sn(ref),0.05,mg/L,128.89,3
STD 0.05,标样,Sn 235.485,Sn(ref),--,mg/L,-,3
STD 0.05,标样,Sn 283.998,Sn(ref),0.05,mg/L,258.43,3
STD 0.05,标样,Sr 407.771,Sr,0.05,mg/L,320950,3
STD 0.05,标样,Sr 407.771,Sr(ref),0.05,mg/L,322610,3
STD 0.05,标样,Sr 421.552,Sr(ref),0.05,mg/L,130980,3
STD 0.05,标样,Sr 460.733,Sr(ref),0.05,mg/L,7013.5,3
STD 0.05,标样,Ti 336.122,Ti,0.05,mg/L,8176,3
STD 0.05,标样,Ti 334.941,Ti(ref),0.05,mg/L,14487,3
STD 0.05,标样,Ti 336.122,Ti(ref),0.05,mg/L,8216.8,3
STD 0.05,标样,Ti 337.280,Ti(ref),0.05,mg/L,2506.2,3
STD 0.05,标样,Y 324.228,Y,1.0049,比值,133340,3
STD 0.05,标样,Y 360.074,Y,1.0052,比值,242060,3
STD 0.05,标样,Y 371.029,Y,1.012,比值,164260,3
STD 0.05,标样,Zn 202.548,Zn,0.05,mg/L,1686.3,3
STD 0.05,标样,Zn 202.548,Zn(ref),0.05,mg/L,1694.7,3
STD 0.05,标样,Zn 206.200,Zn(ref),0.05,mg/L,276.67,3
STD 0.05,标样,Zr 339.198,Zr,0.05,mg/L,3082.7,3
STD 0.05,标样,Zr 339.198,Zr(ref),0.05,mg/L,3098.5,3
STD 0.05,标样,Zr 343.823,Zr(ref),0.05,mg/L,3518.4,3
STD 0.05,标样,Zr 349.619,Zr(ref),0.05,mg/L,18636,3
STD 0.1,标样,Al 396.152,Al,0.1,mg/L,8771.8,3
STD 0.1,标样,Al 394.401,Al(ref),0.1,mg/L,3125.7,3
STD 0.1,标样,Al 396.152,Al(ref),0.1,mg/L,8938.9,3
STD 0.1,标样,As 188.980,As,0.1,mg/L,124.3,3
STD 0.1,标样,As 188.980,As(ref),0.1,mg/L,126.75,3
STD 0.1,标样,As 193.696,As(ref),0.1,mg/L,121.94,3
STD 0.1,标样,As 197.198,As(ref),0.1,mg/L,40.864,3
STD 0.1,标样,As 234.984,As(ref),0.1,mg/L,114.61,3
STD 0.1,标样,B 208.956,B,0.1,mg/L,324.45,3
STD 0.1,标样,B 208.956,B(ref),0.1,mg/L,330.77,3
STD 0.1,标样,B 249.678,B(ref),0.1,mg/L,3113.2,3
STD 0.1,标样,B 249.772,B(ref),0.1,mg/L,5912.9,3
STD 0.1,标样,Ba 233.527,Ba,0.1,mg/L,8851.8,3
STD 0.1,标样,Ba 230.424,Ba(ref),0.1,mg/L,6023.7,3
STD 0.1,标样,Ba 233.527,Ba(ref),0.1,mg/L,9021.1,3
STD 0.1,标样,Ba 493.408,Ba(ref),0.1,mg/L,215910,3
STD 0.1,标样,Ba 614.171,Ba(ref),0.1,mg/L,147500,3
STD 0.1,标样,Ca 396.847,Ca,0.1,mg/L,2841400,3
STD 0.1,标样,Ca 317.933,Ca(ref),0.1,mg/L,25155,3
STD 0.1,标样,Ca 393.366,Ca(ref),0.1,mg/L,1941100,3
STD 0.1,标样,Ca 396.847,Ca(ref),0.1,mg/L,2895600,3
STD 0.1,标样,Ca 422.673,Ca(ref),0.1,mg/L,73836,3
STD 0.1,标样,Cd 228.802,Cd,0.1,mg/L,3214.1,3
STD 0.1,标样,Cd 214.439,Cd(ref),0.1,mg/L,3040.8,3
STD 0.1,标样,Cd 226.502,Cd(ref),0.1,mg/L,3808.6,3
