""
"标签","类型","元素","元素标签","浓度","单位","强度","重复项","浓度 重复项 1","浓度 重复项 2","浓度 重复项 3"
"STD BLK","空白","Al 396.152","Al","0.00000","mg/L","2439.00323","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Al 394.401","Al(ref)","0.00000","mg/L","1154.13725","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Al 396.152","Al(ref)","0.00000","mg/L","2439.00000","3","0.00000","0.00000","0.00000"
"STD BLK","空白","As 188.980","As","0.00000","mg/L","12.18531","3","0.00000","0.00000","0.00000"
"STD BLK","空白","As 188.980","As(ref)","0.00000","mg/L","12.18531","3","0.00000","0.00000","0.00000"
"STD BLK","空白","As 193.696","As(ref)","0.00000","mg/L","25.73336","3","0.00000","0.00000","0.00000"
"STD BLK","空白","As 197.198","As(ref)","0.00000","mg/L","16.79340","3","0.00000","0.00000","0.00000"
"STD BLK","空白","As 228.812","As(ref)","0.00000","mg/L","45.44775","3","0.00000","0.00000","0.00000"
"STD BLK","空白","As 234.984","As(ref)","0.00000","mg/L","81.30417","3","0.00000","0.00000","0.00000"
"STD BLK","空白","B 208.956","B","0.00000","mg/L","69.29579","3","0.00000","0.00000","0.00000"
"STD BLK","空白","B 208.956","B(ref)","0.00000","mg/L","69.00000","3","0.00000","0.00000","0.00000"
"STD BLK","空白","B 249.678","B(ref)","0.00000","mg/L","587.33941","3","0.00000","0.00000","0.00000"
"STD BLK","空白","B 249.772","B(ref)","0.00000","mg/L","1135.44952","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Ba 233.527","Ba","0.00000","mg/L","80.06280","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Ba 230.424","Ba(ref)","0.00000","mg/L","59.51881","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Ba 233.527","Ba(ref)","0.00000","mg/L","80.06280","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Ba 493.408","Ba(ref)","0.00000","mg/L","1707.02639","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Ba 614.171","Ba(ref)","0.00000","mg/L","1810.94212","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Ca 396.847","Ca","0.00000","mg/L","1001033.75866","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Ca 317.933","Ca(ref)","0.00000","mg/L","9488.20655","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Ca 393.366","Ca(ref)","0.00000","mg/L","698810.22981","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Ca 396.847","Ca(ref)","0.00000","mg/L","1001033.75866","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Ca 422.673","Ca(ref)","0.00000","mg/L","24353.67771","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Cd 228.802","Cd","0.00000","mg/L","37.44060","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Cd 214.439","Cd(ref)","0.00000","mg/L","13.69091","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Cd 226.502","Cd(ref)","0.00000","mg/L","17.81570","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Cd 228.802","Cd(ref)","0.00000","mg/L","37.44060","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Cd 326.105","Cd(ref)","0.00000","mg/L","198.71989","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Cd 508.582","Cd(ref)","0.00000","mg/L","45.37523","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Co 237.863","Co","0.00000","mg/L","21.80128","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Co 228.615","Co(ref)","0.00000","mg/L","15.64166","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Co 230.786","Co(ref)","0.00000","mg/L","14.43023","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Co 237.863","Co(ref)","0.00000","mg/L","21.80128","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Cr 267.716","Cr","0.00000","mg/L","412.88514","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Cr 205.560","Cr(ref)","0.00000","mg/L","79.70663","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Cr 206.158","Cr(ref)","0.00000","mg/L","24.82484","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Cr 267.716","Cr(ref)","0.00000","mg/L","412.88514","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Cu 327.395","Cu","0.00000","mg/L","4078.11311","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Cu 213.598","Cu(ref)","0.00000","mg/L","628.10884","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Cu 324.754","Cu(ref)","0.00000","mg/L","5491.22660","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Cu 327.395","Cu(ref)","0.00000","mg/L","4078.11311","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Fe 238.204","Fe","--","mg/L","-","3","","",""
"STD BLK","空白","Fe 234.350","Fe(ref)","--","mg/L","-","3","","",""
"STD BLK","空白","Fe 238.204","Fe(ref)","0.00000","mg/L","7128.86523","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Fe 259.940","Fe(ref)","0.00000","mg/L","3573.54520","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Hg 184.887","Hg","0.00000","mg/L","18.08795","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Hg 184.887","Hg(ref)","0.00000","mg/L","18.08795","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Hg 194.164","Hg(ref)","0.00000","mg/L","17.10666","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Hg 253.652","Hg(ref)","0.00000","mg/L","17.93241","3","0.00000","0.00000","0.00000"
"STD BLK","空白","K 766.491","K","0.00000","mg/L","2048.32702","3","0.00000","0.00000","0.00000"
"STD BLK","空白","K 404.414","K(ref)","0.00000","mg/L","-1933.64949","3","0.00000","0.00000","0.00000"
"STD BLK","空白","K 404.721","K(ref)","0.00000","mg/L","-4.77751","3","0.00000","0.00000","0.00000"
"STD BLK","空白","K 693.876","K(ref)","0.00000","mg/L","13971.81511","3","0.00000","0.00000","0.00000"
"STD BLK","空白","K 766.491","K(ref)","0.00000","mg/L","2048.32702","3","0.00000","0.00000","0.00000"
"STD BLK","空白","K 769.897","K(ref)","0.00000","mg/L","33374.95724","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Mg 279.553","Mg","0.00000","mg/L","16019.59794","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Mg 279.553","Mg(ref)","0.00000","mg/L","16019.59794","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Mg 279.800","Mg(ref)","0.00000","mg/L","73.64888","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Mg 280.270","Mg(ref)","0.00000","mg/L","3726.36649","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Mg 285.213","Mg(ref)","0.00000","mg/L","535.00764","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Mn 257.610","Mn","0.00000","mg/L","241.41400","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Mn 257.610","Mn(ref)","0.00000","mg/L","241.41400","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Mn 259.372","Mn(ref)","0.00000","mg/L","143.84580","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Mn 260.568","Mn(ref)","0.00000","mg/L","32.01634","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Mo 201.512","Mo","0.00000","mg/L","54.16223","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Mo 201.512","Mo(ref)","0.00000","mg/L","54.16223","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Mo 202.032","Mo(ref)","0.00000","mg/L","120.58865","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Mo 204.598","Mo(ref)","0.00000","mg/L","71.12470","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Na 589.592","Na","0.00000","mg/L","37697.56009","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Na 568.263","Na(ref)","0.00000","mg/L","16220.91438","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Na 568.821","Na(ref)","0.00000","mg/L","321.00395","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Na 588.995","Na(ref)","0.00000","mg/L","100485.56940","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Na 589.592","Na(ref)","0.00000","mg/L","37697.56009","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Ni 231.604","Ni","0.00000","mg/L","21.87192","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Ni 216.555","Ni(ref)","0.00000","mg/L","34.93293","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Ni 221.648","Ni(ref)","0.00000","mg/L","11.11964","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Ni 231.604","Ni(ref)","0.00000","mg/L","21.87192","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Pb 220.353","Pb","0.00000","mg/L","5.20700","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Pb 182.143","Pb(ref)","0.00000","mg/L","43.12408","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Pb 217.000","Pb(ref)","0.00000","mg/L","4.83064","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Pb 220.353","Pb(ref)","0.00000","mg/L","5.61873","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Pb 261.417","Pb(ref)","0.00000","mg/L","11.57775","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Pb 283.305","Pb(ref)","0.00000","mg/L","19.23516","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Pb 405.781","Pb(ref)","0.00000","mg/L","48.46013","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Sb 206.834","Sb","0.00000","mg/L","21.68808","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Sb 206.834","Sb(ref)","0.00000","mg/L","21.68808","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Sb 217.582","Sb(ref)","0.00000","mg/L","11.12430","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Sb 231.146","Sb(ref)","0.00000","mg/L","12.43251","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Se 196.026","Se","0.00000","mg/L","15.55649","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Se 196.026","Se(ref)","0.00000","mg/L","15.55649","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Se 203.985","Se(ref)","0.00000","mg/L","19.06244","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Sn 189.925","Sn","0.00000","mg/L","57.73509","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Sn 189.925","Sn(ref)","0.00000","mg/L","57.73509","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Sn 235.485","Sn(ref)","0.00000","mg/L","76.80290","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Sn 283.998","Sn(ref)","0.00000","mg/L","87.90834","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Sr 407.771","Sr","0.00000","mg/L","5117.13441","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Sr 407.771","Sr(ref)","0.00000","mg/L","5117.13441","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Sr 421.552","Sr(ref)","0.00000","mg/L","1996.89831","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Sr 460.733","Sr(ref)","0.00000","mg/L","128.25983","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Ti 336.122","Ti","0.00000","mg/L","639.84985","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Ti 334.941","Ti(ref)","0.00000","mg/L","1323.53859","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Ti 336.122","Ti(ref)","0.00000","mg/L","639.84985","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Ti 337.280","Ti(ref)","0.00000","mg/L","279.29405","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Y 324.228","Y","1.00000","比值","153901.23419","3","1.00000","1.00000","1.00000"
"STD BLK","空白","Y 360.074","Y","1.00000","比值","267016.91526","3","1.00000","1.00000","1.00000"
"STD BLK","空白","Y 371.029","Y","1.00000","比值","185723.09492","3","1.00000","1.00000","1.00000"
"STD BLK","空白","Zn 202.548","Zn","--","mg/L","-","3","","",""
"STD BLK","空白","Zn 202.548","Zn(ref)","0.00000","mg/L","14574.76101","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Zn 206.200","Zn(ref)","0.00000","mg/L","2193.34378","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Zr 339.198","Zr","0.00000","mg/L","69.82851","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Zr 339.198","Zr(ref)","0.00000","mg/L","69.82851","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Zr 343.823","Zr(ref)","0.00000","mg/L","168.50222","3","0.00000","0.00000","0.00000"
"STD BLK","空白","Zr 349.619","Zr(ref)","0.00000","mg/L","10342.88119","3","0.00000","0.00000","0.00000"
"STD 0.04","标样","Al 396.152","Al","0.04000","mg/L","4279.90823","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Al 394.401","Al(ref)","0.04000","mg/L","1681.04432","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Al 396.152","Al(ref)","0.04000","mg/L","4336.90000","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","As 188.980","As","0.04000","mg/L","59.83292","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","As 188.980","As(ref)","0.04000","mg/L","60.67425","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","As 193.696","As(ref)","0.04000","mg/L","65.75486","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","As 197.198","As(ref)","0.04000","mg/L","24.64569","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","As 228.812","As(ref)","0.04000","mg/L","335.63335","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","As 234.984","As(ref)","0.04000","mg/L","85.24541","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","B 208.956","B","0.04000","mg/L","145.49211","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","B 208.956","B(ref)","0.04000","mg/L","150.00000","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","B 249.678","B(ref)","0.04000","mg/L","1342.01259","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","B 249.772","B(ref)","0.04000","mg/L","2562.89295","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Ba 233.527","Ba","0.04000","mg/L","2908.41998","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Ba 230.424","Ba(ref)","0.04000","mg/L","1905.20617","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Ba 233.527","Ba(ref)","0.04000","mg/L","2947.42409","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Ba 493.408","Ba(ref)","0.04000","mg/L","70604.96962","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Ba 614.171","Ba(ref)","0.04000","mg/L","48450.53204","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Ca 396.847","Ca","0.04000","mg/L","789614.83013","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Ca 317.933","Ca(ref)","0.04000","mg/L","7938.10885","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Ca 393.366","Ca(ref)","0.04000","mg/L","560049.79150","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Ca 396.847","Ca(ref)","0.04000","mg/L","800093.18602","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Ca 422.673","Ca(ref)","0.04000","mg/L","19688.81797","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Cd 228.802","Cd","0.04000","mg/L","1430.17732","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Cd 214.439","Cd(ref)","0.04000","mg/L","1320.95985","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Cd 226.502","Cd(ref)","0.04000","mg/L","1647.95973","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Cd 228.802","Cd(ref)","0.04000","mg/L","1449.30188","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Cd 326.105","Cd(ref)","0.04000","mg/L","255.59110","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Cd 508.582","Cd(ref)","0.04000","mg/L","140.19584","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Co 237.863","Co","0.04000","mg/L","510.50725","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Co 228.615","Co(ref)","0.04000","mg/L","873.46449","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Co 230.786","Co(ref)","0.04000","mg/L","554.72442","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Co 237.863","Co(ref)","0.04000","mg/L","517.24484","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Cr 267.716","Cr","0.04000","mg/L","1757.74054","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Cr 205.560","Cr(ref)","0.04000","mg/L","347.51604","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Cr 206.158","Cr(ref)","0.04000","mg/L","107.19969","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Cr 267.716","Cr(ref)","0.04000","mg/L","1781.22358","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Cu 327.395","Cu","0.04000","mg/L","2993.38836","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Cu 213.598","Cu(ref)","0.04000","mg/L","462.72274","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Cu 324.754","Cu(ref)","0.04000","mg/L","4227.66158","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Cu 327.395","Cu(ref)","0.04000","mg/L","3032.60760","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Fe 238.204","Fe","--","mg/L","-","3","","",""
"STD 0.04","标样","Fe 234.350","Fe(ref)","--","mg/L","-","3","","",""
"STD 0.04","标样","Fe 238.204","Fe(ref)","0.04000","mg/L","4361.01519","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Fe 259.940","Fe(ref)","0.04000","mg/L","2186.70498","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Hg 184.887","Hg","0.04000","mg/L","113.56544","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Hg 184.887","Hg(ref)","0.04000","mg/L","115.08804","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Hg 194.164","Hg(ref)","0.04000","mg/L","167.05956","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Hg 253.652","Hg(ref)","0.04000","mg/L","164.70022","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","K 766.491","K","0.04000","mg/L","3803.63735","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","K 404.414","K(ref)","0.04000","mg/L","-4785.37324","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","K 404.721","K(ref)","0.04000","mg/L","-13.37762","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","K 693.876","K(ref)","0.04000","mg/L","13769.87954","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","K 766.491","K(ref)","0.04000","mg/L","3854.10847","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","K 769.897","K(ref)","0.04000","mg/L","33014.84210","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Mg 279.553","Mg","0.04000","mg/L","41550.48465","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Mg 279.553","Mg(ref)","0.04000","mg/L","42100.94619","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Mg 279.800","Mg(ref)","0.04000","mg/L","159.68424","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Mg 280.270","Mg(ref)","0.04000","mg/L","9838.15748","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Mg 285.213","Mg(ref)","0.04000","mg/L","1477.32226","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Mn 257.610","Mn","0.04000","mg/L","8714.77421","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Mn 257.610","Mn(ref)","0.04000","mg/L","8830.79545","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Mn 259.372","Mn(ref)","0.04000","mg/L","4050.57236","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Mn 260.568","Mn(ref)","0.04000","mg/L","773.35930","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Mo 201.512","Mo","0.04000","mg/L","120.01696","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Mo 201.512","Mo(ref)","0.04000","mg/L","121.65922","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Mo 202.032","Mo(ref)","0.04000","mg/L","331.52270","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Mo 204.598","Mo(ref)","0.04000","mg/L","202.41618","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Na 589.592","Na","0.40000","mg/L","105249.38431","3","0.40000","0.40000","0.40000"
"STD 0.04","标样","Na 568.263","Na(ref)","0.40000","mg/L","16515.66935","3","0.40000","0.40000","0.40000"
"STD 0.04","标样","Na 568.821","Na(ref)","0.40000","mg/L","380.56344","3","0.40000","0.40000","0.40000"
"STD 0.04","标样","Na 588.995","Na(ref)","0.40000","mg/L","242103.19675","3","0.40000","0.40000","0.40000"
"STD 0.04","标样","Na 589.592","Na(ref)","0.40000","mg/L","106651.97134","3","0.40000","0.40000","0.40000"
"STD 0.04","标样","Ni 231.604","Ni","0.04000","mg/L","214.46294","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Ni 216.555","Ni(ref)","0.04000","mg/L","318.93392","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Ni 221.648","Ni(ref)","0.04000","mg/L","95.05248","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Ni 231.604","Ni(ref)","0.04000","mg/L","214.46294","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Pb 220.353","Pb","0.04000","mg/L","103.55312","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Pb 182.143","Pb(ref)","0.04000","mg/L","58.45078","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Pb 217.000","Pb(ref)","0.04000","mg/L","17.18527","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Pb 220.353","Pb(ref)","0.04000","mg/L","107.82905","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Pb 261.417","Pb(ref)","0.04000","mg/L","53.59937","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Pb 283.305","Pb(ref)","0.04000","mg/L","88.30459","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Pb 405.781","Pb(ref)","0.04000","mg/L","164.08524","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Sb 206.834","Sb","0.04000","mg/L","112.72802","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Sb 206.834","Sb(ref)","0.04000","mg/L","114.30564","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Sb 217.582","Sb(ref)","0.04000","mg/L","47.11318","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Sb 231.146","Sb(ref)","0.04000","mg/L","44.59392","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Se 196.026","Se","0.04000","mg/L","39.98007","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Se 196.026","Se(ref)","0.04000","mg/L","40.52316","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Se 203.985","Se(ref)","0.04000","mg/L","23.81241","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Sn 189.925","Sn","0.04000","mg/L","79.44374","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Sn 189.925","Sn(ref)","0.04000","mg/L","80.47658","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Sn 235.485","Sn(ref)","0.04000","mg/L","73.63293","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Sn 283.998","Sn(ref)","0.04000","mg/L","184.96878","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Sr 407.771","Sr","0.04000","mg/L","279078.55756","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Sr 407.771","Sr(ref)","0.04000","mg/L","282804.73724","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Sr 421.552","Sr(ref)","0.04000","mg/L","113277.61188","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Sr 460.733","Sr(ref)","0.04000","mg/L","6145.61768","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Ti 336.122","Ti","0.04000","mg/L","5568.89364","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Ti 334.941","Ti(ref)","0.04000","mg/L","11681.71090","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Ti 336.122","Ti(ref)","0.04000","mg/L","5643.12063","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Ti 337.280","Ti(ref)","0.04000","mg/L","1997.62455","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Y 324.228","Y","1.00198","比值","154205.44921","3","0.99195","0.99748","1.01650"
"STD 0.04","标样","Y 360.074","Y","1.01333","比值","270575.25960","3","1.00333","1.00825","1.02840"
"STD 0.04","标样","Y 371.029","Y","1.01623","比值","188736.47190","3","1.00667","1.01078","1.03122"
"STD 0.04","标样","Zn 202.548","Zn","0.04000","mg/L","1871.03474","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Zn 202.548","Zn(ref)","0.04000","mg/L","1893.61173","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Zn 206.200","Zn(ref)","0.04000","mg/L","303.24752","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Zr 339.198","Zr","0.04000","mg/L","1716.34212","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Zr 339.198","Zr(ref)","0.04000","mg/L","1739.42467","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Zr 343.823","Zr(ref)","0.04000","mg/L","1940.32953","3","0.04000","0.04000","0.04000"
"STD 0.04","标样","Zr 349.619","Zr(ref)","0.04000","mg/L","14939.08080","3","0.04000","0.04000","0.04000"
"STD 0.05","标样","Al 396.152","Al","0.05000","mg/L","5290.75128","3","0.05000","0.05000","0.05000"
"STD 0.05","标样","Al 394.401","Al(ref)","0.05000","mg/L","2039.88785","3","0.05000","0.05000","0.05000"
"STD 0.05","标样","Al 396.152","Al(ref)","0.05000","mg/L","5308.90000","3","0.05000","0.05000","0.05000"
"STD 0.05","标样","As 188.980","As","0.05000","mg/L","81.02281","3","0.05000","0.05000","0.05000"
"STD 0.05","标样","As 188.980","As(ref)","0.05000","mg/L","81.30116","3","0.05000","0.05000","0.05000"
"STD 0.05","标样","As 193.696","As(ref)","0.05000","mg/L","70.44861","3","0.05000","0.05000","0.05000"
"STD 0.05","标样","As 197.198","As(ref)","0.05000","mg/L","28.68284","3","0.05000","0.05000","0.05000"
"STD 0.05","标样","As 228.812","As(ref)","0.05000","mg/L","406.59229","3","0.05000","0.05000","0.05000"
"STD 0.05","标样","As 234.984","As(ref)","0.05000","mg/L","98.07293","3","0.05000","0.05000","0.05000"
"STD 0.05","标样","B 208.956","B","0.05000","mg/L","174.95856","3","0.05000","0.05000","0.05000"
"STD 0.05","标样","B 208.956","B(ref)","0.05000","mg/L","180.00000","3","0.05000","0.05000","0.05000"
"STD 0.05","标样","B 249.678","B(ref)","0.05000","mg/L","1569.11921","3","0.05000","0.05000","0.05000"
"STD 0.05","标样","B 249.772","B(ref)","0.05000","mg/L","2970.87474","3","0.05000","0.05000","0.05000"
"STD 0.05","标样","Ba 233.527","Ba","0.05000","mg/L","3588.06070","3","0.05000","0.05000","0.05000"
"STD 0.05","标样","Ba 230.424","Ba(ref)","0.05000","mg/L","2339.11958","3","0.05000","0.05000","0.05000"
"STD 0.05","标样","Ba 233.527","Ba(ref)","0.05000","mg/L","3600.72269","3","0.05000","0.05000","0.05000"
