""
"标签","类型","元素","元素标签","浓度","单位","强度","重复项","浓度 重复项 1","浓度 重复项 2","浓度 重复项 3"
"0535/10","样品","Na 568.821","Na(ref)","未校正","ppm","7360.35678","3","未校正","未校正","未校正"
"0535/10","样品","Na 588.995","Na(ref)","18.59836","ppm","8536032.44066","3","18.39777","18.60448","18.79284"
"0535/10","样品","Na 589.592","Na(ref)","19.76129","ppm","4690220.14048","3","19.54225","19.73733","20.00430"
"0535/10","样品","Ni 231.604","Ni","0.02377","ppm","139.23893","3","0.02381","0.02459","0.02290"
"0535/10","样品","Ni 216.555","Ni(ref)","0.02396","ppm","203.07306","3","0.02398","0.02282","0.02508"
"0535/10","样品","Ni 221.648","Ni(ref)","0.01973","ppm","55.26703","3","0.01822","0.01750","0.02347"
"0535/10","样品","Ni 231.604","Ni(ref)","0.02377","ppm","139.23893","3","0.02381","0.02459","0.02290"
"0535/10","样品","Pb 220.353","Pb","0.02152","ppm","56.15668","3","0.02076","0.02481","0.01899"
"0535/10","样品","Pb 182.143","Pb(ref)","0.11197","ppm","81.23161","3","0.09963","0.12081","0.11547"
"0535/10","样品","Pb 217.000","Pb(ref)","0.16945","ppm","116.09379","3","0.16244","0.14097","0.20495"
"0535/10","样品","Pb 220.353","Pb(ref)","0.00322","ppm","11.03504","3","0.00271","0.00672","0.00023"
"0535/10","样品","Pb 261.417","Pb(ref)","0.02245","ppm","32.35552","3","0.01933","0.01675","0.03128"
"0535/10","样品","Pb 283.305","Pb(ref)","0.07285","ppm","134.34579","3","0.07737","0.06586","0.07533"
"0535/10","样品","Pb 405.781","Pb(ref)","0.03418","ppm","133.43733","3","0.03532","0.02947","0.03777"
"0535/10","样品","Sb 206.834","Sb","0.00571","ppm","32.60648","3","0.00494","0.01000","0.00219"
"0535/10","样品","Sb 206.834","Sb(ref)","0.00380","ppm","31.69504","3","0.00291","0.00797","0.00050"
"0535/10","样品","Sb 217.582","Sb(ref)","0.00274","ppm","8.76553","3","-0.00225","0.01215","-0.00168"
"0535/10","样品","Sb 231.146","Sb(ref)","-0.00412","ppm","2.33762","3","-0.00628","-0.00051","-0.00556"
"0535/10","样品","Se 196.026","Se","0.00498","ppm","17.32916","3","0.00256","0.00147","0.01090"
"0535/10","样品","Se 196.026","Se(ref)","0.00460","ppm","16.88204","3","0.00205","0.00124","0.01050"
"0535/10","样品","Se 203.985","Se(ref)","0.01006","ppm","8.00263","3","0.02341","0.01075","-0.00399"
"0535/10","样品","Sn 189.925","Sn","0.01471","ppm","57.48910","3","0.01649","0.01915","0.00850"
"0535/10","样品","Sn 189.925","Sn(ref)","0.01534","ppm","55.89120","3","0.01658","0.01956","0.00988"
"0535/10","样品","Sn 235.485","Sn(ref)","未校正","ppm","1122.17049","3","未校正","未校正","未校正"
"0535/10","样品","Sn 283.998","Sn(ref)","0.03889","ppm","175.30569","3","0.04153","0.03819","0.03696"
"0535/10","样品","Sr 407.771","Sr","0.06579","ppm","444202.38045","3","0.06555","0.06608","0.06574"
"0535/10","样品","Sr 407.771","Sr(ref)","0.06430","ppm","432185.20008","3","0.06334","0.06451","0.06504"
"0535/10","样品","Sr 421.552","Sr(ref)","0.06382","ppm","175985.10498","3","0.06299","0.06395","0.06453"
"0535/10","样品","Sr 460.733","Sr(ref)","0.07341","ppm","12688.90485","3","0.07214","0.07380","0.07430"
"0535/10","样品","Ti 336.122","Ti","1.69460","ppm","215299.98289","3","1.67728","1.69878","1.70775"
"0535/10","样品","Ti 334.941","Ti(ref)","1.66804","ppm","432653.02777","3","1.63324","1.67028","1.70061"
"0535/10","样品","Ti 336.122","Ti(ref)","1.65682","ppm","209487.86036","3","1.62153","1.65899","1.68994"
"0535/10","样品","Ti 337.280","Ti(ref)","1.65814","ppm","72003.95864","3","1.62366","1.66030","1.69048"
"0535/10","样品","Y 324.228","Y","0.96460","比值","148453.64803","3","0.95331","0.96904","0.97145"
"0535/10","样品","Y 360.074","Y","0.97294","比值","259790.96070","3","0.96215","0.97189","0.98477"
"0535/10","样品","Y 371.029","Y","0.98250","比值","182473.60803","3","0.97102","0.98172","0.99477"
"0535/10","样品","Zn 202.548","Zn","1.95425","ppm","44922.75528","3","1.95884","1.94186","1.96207"
"0535/10","样品","Zn 202.548","Zn(ref)","未校正","ppm","43707.48434","3","未校正","未校正","未校正"
"0535/10","样品","Zn 206.200","Zn(ref)","未校正","ppm","6991.84662","3","未校正","未校正","未校正"
"0535/10","样品","Zr 339.198","Zr","0.07179","ppm","3752.64829","3","0.07252","0.07201","0.07084"
"0535/10","样品","Zr 339.198","Zr(ref)","0.06231","ppm","3650.72267","3","0.06232","0.06246","0.06217"
"0535/10","样品","Zr 343.823","Zr(ref)","0.06167","ppm","3796.48077","3","0.06144","0.06201","0.06156"
"0535/10","样品","Zr 349.619","Zr(ref)","0.06539","ppm","17219.21833","3","0.06406","0.06562","0.06648"
"0448/8","样品","Al 396.152","Al","2.18737","ppm","123387.41063","3","2.20468","2.18552","2.17190"
"0448/8","样品","Al 394.401","Al(ref)","未校正","ppm","37475.78799","3","未校正","未校正","未校正"
"0448/8","样品","Al 396.152","Al(ref)","未校正","mg/L","118800.00000","3","未校正","未校正","未校正"
"0448/8","样品","As 188.980","As","0.00584","ppm","18.58707","3","0.00159","0.01198","0.00394"
"0448/8","样品","As 188.980","As(ref)","0.00482","mg/L","17.90455","3","0.00065","0.01081","0.00301"
"0448/8","样品","As 193.696","As(ref)","0.01272","ppm","21.41378","3","0.02045","-0.00041","0.01812"
"0448/8","样品","As 197.198","As(ref)","0.00917","ppm","15.92766","3","0.01005","0.00216","0.01530"
"0448/8","样品","As 228.812","As(ref)","0.00129","ppm","56.01271","3","0.00249","0.00044","0.00095"
"0448/8","样品","As 234.984","As(ref)","0.05904","ppm","98.58164","3","0.05469","0.05016","0.07226"
"0448/8","样品","B 208.956","B","0.25741","ppm","576.88623","3","0.25439","0.25476","0.26308"
"0448/8","样品","B 208.956","B(ref)","0.24000","ppm","560.00000","3","0.24000","0.24000","0.25000"
"0448/8","样品","B 249.678","B(ref)","0.24804","ppm","5136.12468","3","0.24677","0.24734","0.25001"
"0448/8","样品","B 249.772","B(ref)","0.25167","ppm","10020.78317","3","0.24870","0.25244","0.25388"
"0448/8","样品","Ba 233.527","Ba","0.16805","ppm","11901.75950","3","0.16693","0.16847","0.16875"
"0448/8","样品","Ba 230.424","Ba(ref)","0.16163","ppm","7449.64739","3","0.16091","0.16231","0.16166"
"0448/8","样品","Ba 233.527","Ba(ref)","0.16224","ppm","11459.60448","3","0.16053","0.16284","0.16335"
"0448/8","样品","Ba 493.408","Ba(ref)","0.16636","ppm","283760.46416","3","0.16643","0.16621","0.16643"
"0448/8","样品","Ba 614.171","Ba(ref)","0.22129","ppm","260497.27006","3","0.22038","0.22171","0.22180"
"0448/8","样品","Ca 396.847","Ca","####","ppm","####","3","####","####","####"
"0448/8","样品","Ca 317.933","Ca(ref)","未校正","ppm","6006878.58724","3","未校正","未校正","未校正"
"0448/8","样品","Ca 393.366","Ca(ref)","####","ppm","####","3","####","####","####"
"0448/8","样品","Ca 396.847","Ca(ref)","####","ppm","####","3","####","####","####"
"0448/8","样品","Ca 422.673","Ca(ref)","89.60826","ppm","13310567.50811","3","88.59073","89.79716","90.43689"
"0448/8","样品","Cd 228.802","Cd","0.00188","ppm","98.66758","3","0.00202","0.00179","0.00182"
"0448/8","样品","Cd 214.439","Cd(ref)","0.00219","ppm","92.38437","3","0.00244","0.00187","0.00226"
"0448/8","样品","Cd 226.502","Cd(ref)","0.00191","ppm","96.14093","3","0.00197","0.00167","0.00210"
"0448/8","样品","Cd 228.802","Cd(ref)","0.00161","ppm","94.99161","3","0.00174","0.00152","0.00156"
"0448/8","样品","Cd 326.105","Cd(ref)","-0.00813","ppm","195.36853","3","-0.05831","0.03045","0.00346"
"0448/8","样品","Cd 508.582","Cd(ref)","-0.00090","ppm","-0.08661","3","-0.00123","-0.00291","0.00145"
"0448/8","样品","Co 237.863","Co","0.00051","ppm","26.78451","3","0.00057","0.00072","0.00025"
"0448/8","样品","Co 228.615","Co(ref)","0.00268","ppm","88.81221","3","0.00270","0.00295","0.00240"
"0448/8","样品","Co 230.786","Co(ref)","-0.00028","ppm","10.66502","3","-0.00062","-0.00060","0.00039"
"0448/8","样品","Co 237.863","Co(ref)","0.00022","ppm","25.78654","3","0.00027","0.00043","-0.00002"
"0448/8","样品","Cr 267.716","Cr","0.03442","ppm","1635.20221","3","0.03675","0.03441","0.03211"
"0448/8","样品","Cr 205.560","Cr(ref)","0.03535","ppm","322.36675","3","0.03595","0.03522","0.03488"
"0448/8","样品","Cr 206.158","Cr(ref)","-0.01139","ppm","0.73645","3","-0.00828","-0.01355","-0.01233"
"0448/8","样品","Cr 267.716","Cr(ref)","0.03208","ppm","1574.25831","3","0.03413","0.03213","0.02999"
"0448/8","样品","Cu 327.395","Cu","0.21438","ppm","14598.88991","3","0.21490","0.21384","0.21441"
"0448/8","样品","Cu 213.598","Cu(ref)","0.18454","ppm","1958.42838","3","0.18114","0.18451","0.18796"
"0448/8","样品","Cu 324.754","Cu(ref)","0.20402","ppm","17123.51916","3","0.20340","0.20391","0.20474"
"0448/8","样品","Cu 327.395","Cu(ref)","0.20487","ppm","14056.29484","3","0.20455","0.20460","0.20546"
"0448/8","样品","Fe 238.204","Fe","0.78125","ppm","23605.57011","3","0.77651","0.78401","0.78323"
"0448/8","样品","Fe 234.350","Fe(ref)","0.74576","ppm","10636.08172","3","0.73611","0.75091","0.75025"
"0448/8","样品","Fe 238.204","Fe(ref)","未校正","ppm","22728.54688","3","未校正","未校正","未校正"
"0448/8","样品","Fe 259.940","Fe(ref)","未校正","ppm","11171.71717","3","未校正","未校正","未校正"
"0448/8","样品","Hg 184.887","Hg","0.00344","ppm","27.91993","3","0.00168","0.00684","0.00181"
"0448/8","样品","Hg 184.887","Hg(ref)","0.00260","ppm","26.88723","3","0.00086","0.00588","0.00105"
"0448/8","样品","Hg 194.164","Hg(ref)","-0.00048","ppm","14.41185","3","-0.00203","0.00140","-0.00082"
"0448/8","样品","Hg 253.652","Hg(ref)","0.00618","ppm","18.20678","3","0.00907","0.00399","0.00549"
"0448/8","样品","K 766.491","K","1.77352","ppm","109716.00674","3","1.77116","1.77303","1.77637"
"0448/8","样品","K 404.414","K(ref)","未校正","ppm","1056.21647","3","未校正","未校正","未校正"
"0448/8","样品","K 404.721","K(ref)","未校正","ppm","270.12585","3","未校正","未校正","未校正"
"0448/8","样品","K 693.876","K(ref)","未校正","ppm","12130.86258","3","未校正","未校正","未校正"
"0448/8","样品","K 766.491","K(ref)","未校正","ppm","105638.93768","3","未校正","未校正","未校正"
"0448/8","样品","K 769.897","K(ref)","1.47047","ppm","108280.18136","3","1.45712","1.47357","1.48072"
"0448/8","样品","Mg 279.553","Mg","16.96174","ppm","14126658.83383","3","16.82527","17.06228","16.99766"
"0448/8","样品","Mg 279.553","Mg(ref)","16.47735","ppm","13601867.75778","3","16.28131","16.59496","16.55579"
"0448/8","样品","Mg 279.800","Mg(ref)","27.31717","ppm","96147.64423","3","27.10999","27.28289","27.55864"
"0448/8","样品","Mg 280.270","Mg(ref)","21.03461","ppm","4110207.94833","3","20.89151","20.99417","21.21816"
"0448/8","样品","Mg 285.213","Mg(ref)","26.09567","ppm","818345.21773","3","25.80222","26.04259","26.44218"
"0448/8","样品","Mn 257.610","Mn","0.04041","ppm","8859.69679","3","0.04014","0.04069","0.04042"
"0448/8","样品","Mn 257.610","Mn(ref)","0.03850","ppm","8530.54017","3","0.03808","0.03882","0.03861"
"0448/8","样品","Mn 259.372","Mn(ref)","0.03951","ppm","3998.03560","3","0.03870","0.03988","0.03996"
"0448/8","样品","Mn 260.568","Mn(ref)","0.03930","ppm","763.84967","3","0.03851","0.04047","0.03892"
"0448/8","样品","Mo 201.512","Mo","0.00154","ppm","29.57897","3","-0.00282","0.00391","0.00353"
"0448/8","样品","Mo 201.512","Mo(ref)","-0.00009","ppm","28.49985","3","-0.00434","0.00221","0.00186"
"0448/8","样品","Mo 202.032","Mo(ref)","-0.00407","ppm","36.82497","3","-0.00468","-0.00462","-0.00292"
"0448/8","样品","Mo 204.598","Mo(ref)","-0.00444","ppm","27.35941","3","-0.00313","-0.00545","-0.00474"
"0448/8","样品","Na 589.592","Na","11.65106","ppm","2536220.56444","3","11.58316","11.68427","11.68575"
"0448/8","样品","Na 568.263","Na(ref)","未校正","ppm","18321.87086","3","未校正","未校正","未校正"
"0448/8","样品","Na 568.821","Na(ref)","未校正","ppm","4613.04086","3","未校正","未校正","未校正"
"0448/8","样品","Na 588.995","Na(ref)","9.91848","ppm","4596532.12732","3","9.84627","9.80001","10.10916"
"0448/8","样品","Na 589.592","Na(ref)","10.21996","ppm","2441994.14329","3","10.12017","10.26176","10.27796"
"0448/8","样品","Ni 231.604","Ni","0.00674","ppm","57.54270","3","0.00716","0.00821","0.00486"
"0448/8","样品","Ni 216.555","Ni(ref)","0.00415","ppm","61.13574","3","0.00224","0.00592","0.00428"
"0448/8","样品","Ni 221.648","Ni(ref)","0.01613","ppm","47.10525","3","0.01672","0.01185","0.01980"
"0448/8","样品","Ni 231.604","Ni(ref)","0.00674","ppm","57.54270","3","0.00716","0.00821","0.00486"
"0448/8","样品","Pb 220.353","Pb","0.00827","ppm","20.93631","3","0.00808","0.01030","0.00643"
"0448/8","样品","Pb 182.143","Pb(ref)","-0.00562","ppm","42.87137","3","0.00229","-0.01053","-0.00860"
"0448/8","样品","Pb 217.000","Pb(ref)","0.07018","ppm","46.43807","3","0.07601","0.07209","0.06244"
"0448/8","样品","Pb 220.353","Pb(ref)","0.00736","ppm","22.06133","3","0.00705","0.00980","0.00525"
"0448/8","样品","Pb 261.417","Pb(ref)","0.01081","ppm","18.17734","3","0.00116","0.02011","0.01116"
"0448/8","样品","Pb 283.305","Pb(ref)","0.05092","ppm","101.57500","3","0.06847","0.04202","0.04227"
"0448/8","样品","Pb 405.781","Pb(ref)","0.02611","ppm","101.52831","3","0.03576","0.02708","0.01548"
"0448/8","样品","Sb 206.834","Sb","-0.00167","ppm","15.60965","3","0.00112","-0.00395","-0.00217"
"0448/8","样品","Sb 206.834","Sb(ref)","-0.00346","ppm","15.01853","3","-0.00080","-0.00565","-0.00392"
"0448/8","样品","Sb 217.582","Sb(ref)","-0.00167","ppm","4.28133","3","0.00007","-0.00326","-0.00183"
"0448/8","样品","Sb 231.146","Sb(ref)","-0.00218","ppm","4.40820","3","-0.00267","0.00026","-0.00413"
"0448/8","样品","Se 196.026","Se","0.01879","ppm","26.39505","3","0.01990","0.02467","0.01180"
"0448/8","样品","Se 196.026","Se(ref)","0.01715","ppm","25.41082","3","0.01804","0.02267","0.01073"
"0448/8","样品","Se 203.985","Se(ref)","0.00983","ppm","7.89160","3","0.01012","0.00499","0.01439"
"0448/8","样品","Sn 189.925","Sn","0.01486","ppm","57.68543","3","0.01703","0.01631","0.01125"
"0448/8","样品","Sn 189.925","Sn(ref)","0.01507","ppm","55.53492","3","0.01695","0.01650","0.01176"
"0448/8","样品","Sn 235.485","Sn(ref)","未校正","ppm","158.21422","3","未校正","未校正","未校正"
"0448/8","样品","Sn 283.998","Sn(ref)","0.02295","ppm","123.97319","3","0.02637","0.01821","0.02425"
"0448/8","样品","Sr 407.771","Sr","0.10459","ppm","702964.72975","3","0.10320","0.10523","0.10535"
"0448/8","样品","Sr 407.771","Sr(ref)","0.10114","ppm","676857.83728","3","0.09941","0.10188","0.10214"
"0448/8","样品","Sr 421.552","Sr(ref)","0.10255","ppm","281552.30199","3","0.10235","0.10245","0.10284"
"0448/8","样品","Sr 460.733","Sr(ref)","0.12482","ppm","21815.47690","3","0.12451","0.12401","0.12594"
"0448/8","样品","Ti 336.122","Ti","2.31803","ppm","294288.49372","3","2.31888","2.31379","2.32141"
"0448/8","样品","Ti 334.941","Ti(ref)","2.23844","ppm","580097.22010","3","2.21979","2.24136","2.25416"
"0448/8","样品","Ti 336.122","Ti(ref)","2.24285","ppm","283351.85011","3","2.23498","2.24148","2.25208"
"0448/8","样品","Ti 337.280","Ti(ref)","2.24882","ppm","97547.75909","3","2.24048","2.24747","2.25850"
"0448/8","样品","Y 324.228","Y","0.95227","比值","146555.40500","3","0.94947","0.95381","0.95353"
"0448/8","样品","Y 360.074","Y","0.96284","比值","257093.74605","3","0.95912","0.96401","0.96539"
"0448/8","样品","Y 371.029","Y","0.97395","比值","180884.24144","3","0.97038","0.97502","0.97644"
"0448/8","样品","Zn 202.548","Zn","35.48661","ppm","796211.72347","3","34.79623","35.80472","35.85888"
"0448/8","样品","Zn 202.548","Zn(ref)","未校正","ppm","766651.11246","3","未校正","未校正","未校正"
"0448/8","样品","Zn 206.200","Zn(ref)","未校正","ppm","134812.13410","3","未校正","未校正","未校正"
"0448/8","样品","Zr 339.198","Zr","0.10322","ppm","5566.46410","3","0.10377","0.10235","0.10354"
"0448/8","样品","Zr 339.198","Zr(ref)","0.08944","ppm","5359.55377","3","0.08960","0.08878","0.08995"
"0448/8","样品","Zr 343.823","Zr(ref)","0.09072","ppm","5683.58690","3","0.09049","0.09026","0.09142"
"0448/8","样品","Zr 349.619","Zr(ref)","0.09379","ppm","20643.51725","3","0.09362","0.09378","0.09396"
"0449/2+10","样品","Al 396.152","Al","2.38597","ppm","134385.59157","3","2.37666","2.38948","2.39177"
"0449/2+10","样品","Al 394.401","Al(ref)","未校正","ppm","40759.79168","3","未校正","未校正","未校正"
"0449/2+10","样品","Al 396.152","Al(ref)","未校正","mg/L","129800.00000","3","未校正","未校正","未校正"
"0449/2+10","样品","As 188.980","As","0.00834","ppm","21.99145","3","0.01126","0.01373","0.00004"
"0449/2+10","样品","As 188.980","As(ref)","0.00728","mg/L","21.22033","3","0.01003","0.01257","-0.00075"
"0449/2+10","样品","As 193.696","As(ref)","0.01709","ppm","27.14057","3","0.01576","0.01356","0.02193"
"0449/2+10","样品","As 197.198","As(ref)","0.02662","ppm","21.12942","3","0.04599","0.00378","0.03010"
"0449/2+10","样品","As 228.812","As(ref)","0.00139","ppm","56.74703","3","0.00175","0.00102","0.00141"
"0449/2+10","样品","As 234.984","As(ref)","0.03718","ppm","88.28186","3","0.06002","0.04281","0.00872"
"0449/2+10","样品","B 208.956","B","0.21484","ppm","492.79002","3","0.21422","0.21766","0.21264"
"0449/2+10","样品","B 208.956","B(ref)","0.20000","ppm","480.00000","3","0.20000","0.21000","0.20000"
"0449/2+10","样品","B 249.678","B(ref)","0.20534","ppm","4354.37405","3","0.20152","0.20649","0.20800"
"0449/2+10","样品","B 249.772","B(ref)","0.21060","ppm","8576.00663","3","0.20844","0.21106","0.21231"
"0449/2+10","样品","Ba 233.527","Ba","0.17144","ppm","12140.14291","3","0.17213","0.17164","0.17054"
"0449/2+10","样品","Ba 230.424","Ba(ref)","0.16593","ppm","7646.30070","3","0.16574","0.16699","0.16507"
"0449/2+10","样品","Ba 233.527","Ba(ref)","0.16604","ppm","11725.90598","3","0.16571","0.16647","0.16593"
"0449/2+10","样品","Ba 493.408","Ba(ref)","0.16938","ppm","288880.72022","3","0.16896","0.16921","0.16995"
"0449/2+10","样品","Ba 614.171","Ba(ref)","0.21242","ppm","250122.29116","3","0.21173","0.21263","0.21290"
"0449/2+10","样品","Ca 396.847","Ca","####","ppm","####","3","####","####","####"
"0449/2+10","样品","Ca 317.933","Ca(ref)","未校正","ppm","4041821.75243","3","未校正","未校正","未校正"
"0449/2+10","样品","Ca 393.366","Ca(ref)","####","ppm","####","3","####","####","####"
"0449/2+10","样品","Ca 396.847","Ca(ref)","####","ppm","####","3","####","####","####"
"0449/2+10","样品","Ca 422.673","Ca(ref)","64.61952","ppm","9602551.75257","3","64.27263","64.83059","64.75535"
"0449/2+10","样品","Cd 228.802","Cd","0.00045","ppm","48.92028","3","0.00013","0.00041","0.00083"
"0449/2+10","样品","Cd 214.439","Cd(ref)","0.00006","ppm","24.83955","3","-0.00024","0.00022","0.00020"
"0449/2+10","样品","Cd 226.502","Cd(ref)","0.00024","ppm","27.59719","3","0.00019","0.00029","0.00022"
"0449/2+10","样品","Cd 228.802","Cd(ref)","0.00024","ppm","47.29212","3","-0.00008","0.00020","0.00061"
"0449/2+10","样品","Cd 326.105","Cd(ref)","-0.00426","ppm","200.98911","3","-0.00042","-0.01973","0.00737"
"0449/2+10","样品","Cd 508.582","Cd(ref)","-0.00093","ppm","-0.28307","3","-0.00153","0.00029","-0.00155"
"0449/2+10","样品","Co 237.863","Co","0.00117","ppm","34.91022","3","0.00220","0.00097","0.00033"
"0449/2+10","样品","Co 228.615","Co(ref)","0.00102","ppm","54.33690","3","0.00047","0.00134","0.00125"
"0449/2+10","样品","Co 230.786","Co(ref)","0.00130","ppm","31.90995","3","0.00230","-0.00008","0.00169"
"0449/2+10","样品","Co 237.863","Co(ref)","0.00086","ppm","33.67863","3","0.00184","0.00068","0.00006"
"0449/2+10","样品","Cr 267.716","Cr","11.02544","ppm","396635.30894","3","10.96874","11.03250","11.07508"
"0449/2+10","样品","Cr 205.560","Cr(ref)","10.48964","ppm","76076.43741","3","10.38927","10.63972","10.43992"
"0449/2+10","样品","Cr 206.158","Cr(ref)","10.45644","ppm","21865.71726","3","10.32372","10.53093","10.51467"
"0449/2+10","样品","Cr 267.716","Cr(ref)","10.55547","ppm","383114.16173","3","10.43851","10.57637","10.65154"
"0449/2+10","样品","Cu 327.395","Cu","1.02920","ppm","68843.04383","3","1.02518","1.03148","1.03095"
"0449/2+10","样品","Cu 213.598","Cu(ref)","0.91031","ppm","9434.40117","3","0.89200","0.91639","0.92253"
"0449/2+10","样品","Cu 324.754","Cu(ref)","0.99270","ppm","78864.98260","3","0.98095","0.99677","1.00038"
"0449/2+10","样品","Cu 327.395","Cu(ref)","0.99683","ppm","66495.80760","3","0.98696","1.00040","1.00313"
"0449/2+10","样品","Fe 238.204","Fe","2.68884","ppm","74876.07855","3","2.67872","2.73792","2.64988"
"0449/2+10","样品","Fe 234.350","Fe(ref)","2.57086","ppm","33551.19236","3","2.54511","2.62075","2.54672"
"0449/2+10","样品","Fe 238.204","Fe(ref)","未校正","ppm","72321.87499","3","未校正","未校正","未校正"
"0449/2+10","样品","Fe 259.940","Fe(ref)","未校正","ppm","35492.37422","3","未校正","未校正","未校正"
"0449/2+10","样品","Hg 184.887","Hg","0.00002","ppm","20.06889","3","0.00030","0.00196","-0.00219"
"0449/2+10","样品","Hg 184.887","Hg(ref)","-0.00067","ppm","19.37765","3","-0.00045","0.00122","-0.00277"
"0449/2+10","样品","Hg 194.164","Hg(ref)","0.00112","ppm","20.67008","3","0.00007","0.00174","0.00155"
"0449/2+10","样品","Hg 253.652","Hg(ref)","0.00272","ppm","2.91064","3","0.00174","0.00340","0.00302"
"0449/2+10","样品","K 766.491","K","2.17829","ppm","134411.03921","3","2.17180","2.17816","2.18490"
"0449/2+10","样品","K 404.414","K(ref)","未校正","ppm","-1898.27786","3","未校正","未校正","未校正"
"0449/2+10","样品","K 404.721","K(ref)","未校正","ppm","244.96065","3","未校正","未校正","未校正"
"0449/2+10","样品","K 693.876","K(ref)","未校正","ppm","13373.81532","3","未校正","未校正","未校正"
"0449/2+10","样品","K 766.491","K(ref)","未校正","ppm","129828.11582","3","未校正","未校正","未校正"
"0449/2+10","样品","K 769.897","K(ref)","1.80970","ppm","126074.03425","3","1.78915","1.81526","1.82468"
"0449/2+10","样品","Mg 279.553","Mg","20.18521","ppm","16809437.71480","3","20.10179","20.41333","20.04052"
"0449/2+10","样品","Mg 279.553","Mg(ref)","19.67098","ppm","16236166.33726","3","19.47309","19.92021","19.61963"
"0449/2+10","样品","Mg 279.800","Mg(ref)","38.13665","ppm","134216.15545","3","37.73419","38.33314","38.34261"
"0449/2+10","样品","Mg 280.270","Mg(ref)","26.56935","ppm","5191074.96943","3","26.28993","26.84708","26.57106"
"0449/2+10","样品","Mg 285.213","Mg(ref)","34.82315","ppm","1091943.97036","3","34.46114","34.97241","35.03589"
"0449/2+10","样品","Mn 257.610","Mn","0.57691","ppm","123562.44362","3","0.57217","0.58151","0.57705"
"0449/2+10","样品","Mn 257.610","Mn(ref)","0.55781","ppm","119350.59196","3","0.54991","0.56302","0.56051"
"0449/2+10","样品","Mn 259.372","Mn(ref)","0.56204","ppm","54794.58071","3","0.55480","0.56406","0.56727"
"0449/2+10","样品","Mn 260.568","Mn(ref)","0.55900","ppm","10428.53412","3","0.55243","0.56248","0.56210"
"0449/2+10","样品","Mo 201.512","Mo","-0.00109","ppm","22.98402","3","-0.00062","-0.00386","0.00121"
"0449/2+10","样品","Mo 201.512","Mo(ref)","-0.00261","ppm","22.20333","3","-0.00221","-0.00529","-0.00034"
"0449/2+10","样品","Mo 202.032","Mo(ref)","-0.00101","ppm","57.93029","3","-0.00261","-0.00024","-0.00018"
"0449/2+10","样品","Mo 204.598","Mo(ref)","-0.00186","ppm","38.21189","3","-0.00101","-0.00120","-0.00337"
"0449/2+10","样品","Na 589.592","Na","9.45873","ppm","2063312.43805","3","9.42325","9.46107","9.49186"
"0449/2+10","样品","Na 568.263","Na(ref)","未校正","ppm","17990.73684","3","未校正","未校正","未校正"
"0449/2+10","样品","Na 568.821","Na(ref)","未校正","ppm","3584.80160","3","未校正","未校正","未校正"
"0449/2+10","样品","Na 588.995","Na(ref)","8.21098","ppm","3821557.40438","3","8.13294","8.22025","8.27975"
"0449/2+10","样品","Na 589.592","Na(ref)","8.31432","ppm","1992965.74650","3","8.23274","8.32774","8.38246"
"0449/2+10","样品","Ni 231.604","Ni","0.00759","ppm","61.59777","3","0.00817","0.00560","0.00900"
"0449/2+10","样品","Ni 216.555","Ni(ref)","0.00389","ppm","59.30038","3","0.00535","0.00302","0.00330"
"0449/2+10","样品","Ni 221.648","Ni(ref)","0.01226","ppm","38.36170","3","0.01297","0.01047","0.01334"
"0449/2+10","样品","Ni 231.604","Ni(ref)","0.00759","ppm","61.59777","3","0.00817","0.00560","0.00900"
"0449/2+10","样品","Pb 220.353","Pb","0.00320","ppm","7.45985","3","0.00279","0.00510","0.00171"
"0449/2+10","样品","Pb 182.143","Pb(ref)","0.02540","ppm","52.98916","3","0.03107","0.02057","0.02455"
"0449/2+10","样品","Pb 217.000","Pb(ref)","0.03214","ppm","19.74761","3","0.02875","0.03802","0.02965"
"0449/2+10","样品","Pb 220.353","Pb(ref)","0.00203","ppm","7.86000","3","0.00111","0.00435","0.00062"
"0449/2+10","样品","Pb 261.417","Pb(ref)","0.00933","ppm","16.37780","3","0.01486","0.01043","0.00270"
"0449/2+10","样品","Pb 283.305","Pb(ref)","0.02823","ppm","67.68101","3","0.01806","0.03820","0.02844"
"0449/2+10","样品","Pb 405.781","Pb(ref)","0.04655","ppm","182.31388","3","0.06352","0.03527","0.04088"
"0449/2+10","样品","Sb 206.834","Sb","0.24605","ppm","586.60778","3","0.24504","0.24595","0.24715"
"0449/2+10","样品","Sb 206.834","Sb(ref)","0.23650","ppm","566.60882","3","0.23406","0.23674","0.23870"
"0449/2+10","样品","Sb 217.582","Sb(ref)","0.10739","ppm","115.13790","3","0.11288","0.09981","0.10948"
"0449/2+10","样品","Sb 231.146","Sb(ref)","0.08762","ppm","100.49665","3","0.08931","0.07998","0.09359"
"0449/2+10","样品","Se 196.026","Se","0.00299","ppm","16.02862","3","-0.01315","0.01159","0.01055"
"0449/2+10","样品","Se 196.026","Se(ref)","0.00258","ppm","15.51202","3","-0.01258","0.01060","0.00972"
"0449/2+10","样品","Se 203.985","Se(ref)","1.57332","ppm","789.69402","3","1.54336","1.54954","1.62705"
"0449/2+10","样品","Sn 189.925","Sn","0.01582","ppm","58.93468","3","0.01654","0.01403","0.01691"
